FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC876039,ACC340044,69024,UPI,2022-01-02,suspicious
ACC340044,ACC326895,62122,NEFT,2025-09-25,suspicious
ACC340044,ACC528361,50296,NEFT,2023-01-06,normal
ACC717113,ACC340044,122015,Cash Deposit,2025-04-08,normal
ACC340044,ACC718226,136388,RTGS,2025-07-28,normal
ACC718226,ACC340044,12242,UPI,2024-10-29,normal
ACC718226,ACC340044,67636,Cash Deposit,2023-08-04,normal
ACC332360,ACC340044,132199,NEFT,2022-10-19,normal
ACC340044,ACC522060,56139,UPI,2023-11-24,normal
ACC340044,ACC718226,53979,UPI,2023-03-04,normal
ACC340044,ACC717113,48481,NEFT,2024-11-08,normal
ACC168517,ACC340044,42914,Cash Deposit,2024-04-24,normal
ACC340044,ACC301939,60413,Cash Deposit,2024-07-28,normal
ACC340044,ACC301939,19652,UPI,2023-09-17,normal
ACC528361,ACC340044,141334,RTGS,2024-03-25,normal
ACC142185,ACC340044,108067,UPI,2025-04-04,normal
ACC340044,ACC718226,44366,RTGS,2023-11-30,normal
ACC340044,ACC332360,54878,RTGS,2023-02-17,normal
ACC340044,ACC141797,63752,RTGS,2022-10-01,normal
ACC717113,ACC340044,9071,UPI,2022-11-07,normal
ACC340044,ACC342720,9302,Cash Deposit,2025-07-18,normal
ACC717113,ACC340044,27921,Cash Deposit,2023-04-12,normal
ACC340044,ACC326895,115543,RTGS,2024-09-12,normal
ACC340044,ACC326895,53426,RTGS,2022-01-26,normal
ACC340044,ACC600935,144292,Cash Deposit,2025-05-08,normal
ACC321275,ACC340044,92971,NEFT,2025-09-28,normal
ACC522060,ACC340044,84422,Cash Deposit,2023-02-02,normal
ACC644173,ACC340044,40173,UPI,2022-12-04,normal
ACC717113,ACC340044,96210,NEFT,2024-09-29,normal
ACC340044,ACC326895,125084,RTGS,2025-02-12,normal
ACC718226,ACC340044,106417,NEFT,2025-05-14,normal
ACC205409,ACC340044,23644,UPI,2023-10-22,normal
ACC360247,ACC340044,95924,UPI,2022-01-16,normal
ACC340044,ACC205409,29370,RTGS,2022-06-14,normal
ACC332360,ACC340044,66183,Cash Deposit,2024-07-17,normal
ACC340044,ACC326895,67249,Cash Deposit,2024-09-28,normal
ACC340044,ACC332360,149928,UPI,2024-08-24,normal
ACC340044,ACC713762,101578,Cash Deposit,2025-10-29,normal
