FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC141797,ACC185131,82816,NEFT,2022-12-17,suspicious
ACC332360,ACC141797,66253,UPI,2024-03-27,suspicious
ACC141797,ACC326895,88174,Cash Deposit,2022-07-22,normal
ACC718226,ACC141797,4977,UPI,2022-02-16,normal
ACC141797,ACC718226,138639,RTGS,2022-06-18,normal
ACC142185,ACC141797,6461,Cash Deposit,2025-04-09,normal
ACC141797,ACC168517,32612,NEFT,2023-05-08,normal
ACC751194,ACC141797,47025,NEFT,2025-05-03,normal
ACC141797,ACC522060,85593,NEFT,2024-02-04,normal
ACC332360,ACC141797,91834,Cash Deposit,2022-04-18,normal
ACC153872,ACC141797,45761,NEFT,2025-03-27,normal
ACC141797,ACC717113,66394,NEFT,2023-03-09,normal
ACC141797,ACC332360,112857,Cash Deposit,2023-09-23,normal
ACC141797,ACC718226,100417,UPI,2023-10-14,normal
ACC141797,ACC901577,106684,Cash Deposit,2025-11-02,normal
ACC141797,ACC522060,22952,NEFT,2024-06-27,normal
ACC141797,ACC205409,5567,RTGS,2022-10-10,normal
ACC899787,ACC141797,61016,NEFT,2024-11-18,normal
ACC332360,ACC141797,86831,NEFT,2024-06-12,normal
ACC141797,ACC760021,124536,UPI,2024-08-14,normal
ACC141797,ACC153872,56351,Cash Deposit,2025-02-17,normal
ACC326895,ACC141797,134667,NEFT,2024-05-25,normal
ACC718226,ACC141797,123644,Cash Deposit,2023-02-24,normal
ACC340044,ACC141797,63752,RTGS,2022-10-01,normal
ACC141797,ACC717113,143563,RTGS,2024-12-07,normal
ACC141797,ACC751194,44907,UPI,2023-04-10,normal
ACC141797,ACC718226,10407,UPI,2022-10-03,normal
ACC141797,ACC644173,145543,NEFT,2023-10-25,normal
ACC876039,ACC141797,38203,Cash Deposit,2022-12-11,normal
ACC141797,ACC273982,37483,RTGS,2023-09-14,normal
ACC950544,ACC141797,96080,RTGS,2024-05-22,normal
ACC141797,ACC332360,116473,NEFT,2023-08-16,normal
ACC141797,ACC332360,21080,Cash Deposit,2022-02-18,normal
ACC141797,ACC899787,72707,NEFT,2023-10-11,normal
ACC522060,ACC141797,55295,Cash Deposit,2023-03-28,normal
