FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC396451,ACC836996,92456,NEFT,2023-08-17,suspicious
ACC836996,ACC185131,83210,UPI,2022-02-07,suspicious
ACC836996,ACC342720,122912,Cash Deposit,2022-09-01,normal
ACC899787,ACC836996,141530,Cash Deposit,2025-05-04,normal
ACC396451,ACC836996,101570,UPI,2023-08-18,normal
ACC713762,ACC836996,45826,NEFT,2025-01-25,normal
ACC836996,ACC717113,30951,NEFT,2023-10-17,normal
ACC836996,ACC717113,140355,Cash Deposit,2024-04-20,normal
ACC836996,ACC396451,8066,NEFT,2025-04-02,normal
ACC326895,ACC836996,27370,RTGS,2023-05-16,normal
ACC836996,ACC114835,83515,RTGS,2025-06-05,normal
ACC836996,ACC147726,113870,NEFT,2022-02-26,normal
ACC168517,ACC836996,53895,Cash Deposit,2024-09-20,normal
ACC717113,ACC836996,97597,UPI,2025-11-28,normal
ACC332360,ACC836996,74387,RTGS,2024-10-18,normal
ACC522060,ACC836996,125852,Cash Deposit,2023-05-21,normal
ACC836996,ACC478411,71094,RTGS,2025-08-28,normal
ACC168517,ACC836996,21663,Cash Deposit,2024-08-09,normal
ACC836996,ACC718226,146831,UPI,2024-04-07,normal
ACC836996,ACC717113,60947,RTGS,2022-09-18,normal
ACC836996,ACC522060,72638,NEFT,2023-07-08,normal
ACC836996,ACC899787,111572,RTGS,2022-04-23,normal
ACC342720,ACC836996,69888,NEFT,2023-08-03,normal
ACC836996,ACC301939,86635,UPI,2023-02-22,normal
ACC326895,ACC836996,16894,UPI,2025-07-25,normal
ACC836996,ACC522060,120428,UPI,2024-10-17,normal
ACC332360,ACC836996,68796,UPI,2024-12-11,normal
ACC522060,ACC836996,74428,UPI,2022-02-07,normal
ACC751194,ACC836996,107716,Cash Deposit,2022-03-08,normal
ACC114835,ACC836996,144345,UPI,2022-05-02,normal
ACC836996,ACC205409,72857,NEFT,2024-12-14,normal
ACC142185,ACC836996,82940,RTGS,2022-05-17,normal
ACC836996,ACC147726,66144,UPI,2025-08-17,normal
ACC522060,ACC836996,56456,Cash Deposit,2023-06-09,normal
ACC836996,ACC644173,76835,UPI,2024-03-26,normal
ACC713762,ACC836996,110425,RTGS,2025-12-09,normal
ACC836996,ACC796212,104139,UPI,2022-08-09,normal
ACC718226,ACC836996,141884,Cash Deposit,2024-07-29,normal
ACC760021,ACC836996,94058,UPI,2025-09-12,normal
ACC836996,ACC528361,78674,Cash Deposit,2022-10-15,normal
ACC836996,ACC205409,115902,RTGS,2023-12-18,normal
