FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC273982,ACC478411,80874,RTGS,2022-03-21,normal
ACC796212,ACC273982,62754,UPI,2024-12-30,normal
ACC273982,ACC341736,69358,RTGS,2024-02-10,normal
ACC273982,ACC718226,143675,RTGS,2023-01-20,normal
ACC273982,ACC326895,110058,NEFT,2022-06-06,normal
ACC718226,ACC273982,126376,RTGS,2023-01-05,normal
ACC273982,ACC901577,25218,NEFT,2025-03-02,normal
ACC796212,ACC273982,99273,UPI,2023-09-29,normal
ACC273982,ACC332360,5461,Cash Deposit,2023-03-06,normal
ACC273982,ACC718226,97593,NEFT,2022-01-20,normal
ACC273982,ACC114835,3156,NEFT,2024-09-10,normal
ACC273982,ACC718226,61934,UPI,2022-04-06,normal
ACC717113,ACC273982,120913,Cash Deposit,2022-12-07,normal
ACC717113,ACC273982,148869,UPI,2023-08-07,normal
ACC341736,ACC273982,8986,UPI,2023-12-12,normal
ACC273982,ACC522060,20208,Cash Deposit,2024-08-27,normal
ACC273982,ACC282256,10797,UPI,2022-05-03,normal
ACC273982,ACC153872,2522,Cash Deposit,2024-01-24,normal
ACC717113,ACC273982,2705,Cash Deposit,2022-04-14,normal
ACC273982,ACC522060,83158,RTGS,2025-01-14,normal
ACC273982,ACC718226,16147,RTGS,2023-12-12,normal
ACC332360,ACC273982,125972,Cash Deposit,2025-12-21,normal
ACC522060,ACC273982,12982,RTGS,2022-05-11,normal
ACC273982,ACC718226,57616,RTGS,2024-11-15,normal
ACC273982,ACC168517,129085,RTGS,2025-03-25,normal
ACC273982,ACC713762,86662,Cash Deposit,2025-12-11,normal
ACC273982,ACC332360,130045,RTGS,2022-01-15,normal
ACC273982,ACC889359,114007,NEFT,2023-09-03,normal
ACC273982,ACC718226,35675,UPI,2025-04-26,normal
ACC273982,ACC889359,93194,RTGS,2022-03-02,normal
ACC341736,ACC273982,15774,RTGS,2022-08-14,normal
ACC273982,ACC718226,13791,UPI,2022-02-23,normal
ACC273982,ACC751194,66065,Cash Deposit,2022-05-28,normal
ACC141797,ACC273982,37483,RTGS,2023-09-14,normal
ACC332360,ACC273982,135495,RTGS,2025-08-20,normal
ACC273982,ACC114835,5602,Cash Deposit,2023-10-16,normal
ACC713762,ACC273982,10655,NEFT,2023-03-18,normal
ACC273982,ACC396451,44904,RTGS,2025-12-05,normal
ACC341736,ACC273982,144380,UPI,2023-02-21,normal
ACC717113,ACC273982,60190,Cash Deposit,2023-06-07,normal
ACC273982,ACC147726,97647,UPI,2022-10-27,normal
