FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC321275,ACC360247,43664,Cash Deposit,2023-06-28,suspicious
ACC142185,ACC321275,34931,UPI,2025-05-23,suspicious
ACC876039,ACC340044,69024,UPI,2022-01-02,suspicious
ACC326895,ACC876039,55219,RTGS,2023-11-07,suspicious
ACC340044,ACC528361,50296,NEFT,2023-01-06,normal
ACC796212,ACC899787,16773,UPI,2022-01-07,normal
ACC717113,ACC321275,122445,Cash Deposit,2023-02-13,normal
ACC899787,ACC718226,34041,Cash Deposit,2024-06-30,normal
ACC899787,ACC836996,141530,Cash Deposit,2025-05-04,normal
ACC878967,ACC321275,143637,RTGS,2025-05-02,normal
ACC528361,ACC876039,53159,RTGS,2022-09-17,normal
ACC899787,ACC718226,142250,NEFT,2022-07-26,normal
ACC321275,ACC326895,20265,RTGS,2023-12-04,normal
ACC326895,ACC528361,38663,NEFT,2024-06-19,normal
ACC717113,ACC321275,89520,Cash Deposit,2025-01-20,normal
ACC114835,ACC876039,13164,UPI,2025-09-13,normal
ACC876039,ACC901577,37486,UPI,2024-10-01,normal
ACC876039,ACC153872,140639,UPI,2025-03-31,normal
ACC899787,ACC522060,2942,UPI,2025-03-12,normal
ACC528361,ACC522060,93908,UPI,2022-08-18,normal
ACC522060,ACC528361,142938,UPI,2024-07-18,normal
ACC342720,ACC528361,73038,UPI,2022-03-13,normal
ACC332360,ACC321275,131695,Cash Deposit,2025-11-13,normal
ACC321275,ACC718226,39864,Cash Deposit,2022-10-23,normal
ACC522060,ACC321275,75224,NEFT,2024-04-14,normal
ACC644173,ACC876039,72870,Cash Deposit,2023-12-08,normal
ACC528361,ACC332360,7405,RTGS,2022-02-07,normal
ACC899787,ACC326895,121733,RTGS,2025-04-06,normal
ACC528361,ACC718226,109771,RTGS,2022-03-03,normal
ACC899787,ACC301939,38116,UPI,2025-08-29,normal
ACC142185,ACC528361,69777,RTGS,2023-10-02,normal
ACC522060,ACC876039,50043,RTGS,2024-03-18,normal
ACC876039,ACC717113,53266,NEFT,2025-01-24,normal
ACC876039,ACC342720,133188,UPI,2024-10-26,normal
ACC321275,ACC717113,134444,NEFT,2024-02-28,normal
ACC528361,ACC901577,13950,RTGS,2022-08-03,normal
ACC360247,ACC321275,7933,UPI,2024-08-25,normal
ACC901577,ACC876039,118297,NEFT,2024-12-06,normal
ACC876039,ACC522060,102715,RTGS,2023-05-30,normal
ACC876039,ACC321275,98032,RTGS,2023-12-22,normal
ACC876039,ACC718226,37377,RTGS,2023-03-13,normal
ACC396451,ACC876039,95456,RTGS,2022-05-16,normal
