FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC796212,ACC522060,95294,UPI,2025-08-14,normal
ACC796212,ACC326895,52222,Cash Deposit,2024-06-16,normal
ACC522060,ACC341736,62535,Cash Deposit,2023-07-10,normal
ACC301939,ACC342720,32626,Cash Deposit,2023-10-25,normal
ACC796212,ACC273982,62754,UPI,2024-12-30,normal
ACC796212,ACC899787,16773,UPI,2022-01-07,normal
ACC341736,ACC522060,28582,NEFT,2024-04-11,normal
ACC205409,ACC301939,116913,Cash Deposit,2024-12-19,normal
ACC341736,ACC326895,23796,UPI,2022-05-21,normal
ACC273982,ACC341736,69358,RTGS,2024-02-10,normal
ACC282256,ACC341736,137872,NEFT,2022-08-16,normal
ACC644173,ACC796212,49769,NEFT,2023-03-22,normal
ACC301939,ACC522060,112876,UPI,2025-04-13,normal
ACC332360,ACC301939,112021,RTGS,2023-03-04,normal
ACC341736,ACC522060,28856,Cash Deposit,2023-06-24,normal
ACC522060,ACC341736,71699,NEFT,2023-02-07,normal
ACC796212,ACC326895,72968,UPI,2024-01-31,normal
ACC796212,ACC360247,15531,UPI,2022-03-14,normal
ACC796212,ACC326895,101791,NEFT,2025-03-05,normal
ACC301939,ACC717113,6036,Cash Deposit,2022-10-23,normal
ACC341736,ACC600935,17410,Cash Deposit,2022-01-20,normal
ACC332360,ACC796212,24324,NEFT,2023-10-14,normal
ACC718226,ACC301939,83014,NEFT,2022-11-04,normal
ACC332360,ACC341736,6202,NEFT,2022-10-13,normal
ACC899787,ACC301939,38116,UPI,2025-08-29,normal
ACC796212,ACC332360,71334,Cash Deposit,2024-12-26,normal
ACC142185,ACC301939,90153,RTGS,2025-07-28,normal
ACC718226,ACC796212,28412,UPI,2022-03-31,normal
ACC796212,ACC273982,99273,UPI,2023-09-29,normal
ACC796212,ACC153872,14975,NEFT,2022-06-14,normal
ACC522060,ACC301939,95003,NEFT,2025-11-01,normal
ACC796212,ACC332360,32261,Cash Deposit,2024-04-12,normal
ACC796212,ACC522060,100843,Cash Deposit,2024-09-02,normal
ACC718226,ACC796212,63396,Cash Deposit,2025-04-27,normal
ACC326895,ACC301939,93696,Cash Deposit,2025-06-15,normal
ACC341736,ACC889359,112043,RTGS,2024-07-15,normal
ACC332360,ACC301939,100104,Cash Deposit,2025-08-28,normal
ACC341736,ACC273982,8986,UPI,2023-12-12,normal
ACC301939,ACC644173,107247,NEFT,2023-02-10,normal
ACC796212,ACC478411,107062,RTGS,2022-09-20,normal
ACC326895,ACC796212,39189,NEFT,2025-12-07,normal
ACC185131,ACC341736,29542,UPI,2023-09-06,normal
ACC522060,ACC301939,26490,UPI,2024-10-24,normal
ACC341736,ACC718226,123551,NEFT,2022-07-11,normal
ACC522060,ACC796212,146304,NEFT,2024-06-22,normal
ACC522060,ACC341736,148646,NEFT,2025-03-08,normal
ACC341736,ACC522060,63299,NEFT,2024-04-07,normal
ACC717113,ACC341736,32919,RTGS,2025-11-23,normal
ACC836996,ACC301939,86635,UPI,2023-02-22,normal
ACC341736,ACC901577,141036,NEFT,2022-10-01,normal
ACC340044,ACC301939,60413,Cash Deposit,2024-07-28,normal
ACC717113,ACC341736,83372,RTGS,2025-03-07,normal
ACC796212,ACC326895,140380,NEFT,2023-01-24,normal
ACC301939,ACC341736,4580,NEFT,2022-03-02,normal
ACC340044,ACC301939,19652,UPI,2023-09-17,normal
ACC185131,ACC341736,16547,RTGS,2023-01-24,normal
ACC796212,ACC876039,40078,RTGS,2024-03-09,normal
ACC796212,ACC718226,74267,Cash Deposit,2025-02-07,normal
ACC301939,ACC341736,70758,UPI,2023-11-26,normal
ACC341736,ACC644173,93440,Cash Deposit,2024-10-06,normal
ACC341736,ACC332360,149078,RTGS,2022-09-05,normal
ACC644173,ACC301939,46007,Cash Deposit,2025-05-07,normal
ACC301939,ACC760021,131772,Cash Deposit,2022-04-18,normal
ACC341736,ACC205409,18485,Cash Deposit,2024-01-20,normal
ACC341736,ACC142185,131667,NEFT,2025-09-13,normal
ACC185131,ACC341736,132038,NEFT,2023-07-08,normal
ACC341736,ACC301939,145668,NEFT,2025-04-14,normal
ACC341736,ACC326895,141212,Cash Deposit,2025-12-11,normal
ACC522060,ACC341736,120030,RTGS,2024-12-12,normal
ACC341736,ACC718226,42070,Cash Deposit,2025-02-11,normal
