FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC321275,ACC360247,43664,Cash Deposit,2023-06-28,suspicious
ACC142185,ACC321275,34931,UPI,2025-05-23,suspicious
ACC141797,ACC185131,82816,NEFT,2022-12-17,suspicious
ACC185131,ACC332360,74534,UPI,2022-03-06,suspicious
ACC836996,ACC185131,83210,UPI,2022-02-07,suspicious
ACC185131,ACC396451,73965,Cash Deposit,2023-07-09,suspicious
ACC889359,ACC717113,133767,NEFT,2024-09-09,normal
ACC751194,ACC360247,44466,NEFT,2024-04-28,normal
ACC332360,ACC717113,55489,Cash Deposit,2024-05-25,normal
ACC717113,ACC889359,127222,Cash Deposit,2022-10-08,normal
ACC340044,ACC528361,50296,NEFT,2023-01-06,normal
ACC717113,ACC718226,58480,Cash Deposit,2025-07-24,normal
ACC114835,ACC751194,25961,RTGS,2022-05-20,normal
ACC717113,ACC901577,86208,Cash Deposit,2025-02-08,normal
ACC878967,ACC717113,82025,Cash Deposit,2022-12-15,normal
ACC205409,ACC717113,69718,RTGS,2024-07-06,normal
ACC717113,ACC321275,122445,Cash Deposit,2023-02-13,normal
ACC326895,ACC717113,49767,NEFT,2024-05-24,normal
ACC185131,ACC153872,101326,RTGS,2022-11-29,normal
ACC717113,ACC332360,83367,UPI,2023-04-05,normal
ACC168517,ACC717113,141274,Cash Deposit,2023-04-25,normal
ACC878967,ACC321275,143637,RTGS,2025-05-02,normal
ACC751194,ACC718226,77363,Cash Deposit,2022-12-15,normal
ACC114835,ACC185131,136899,Cash Deposit,2024-11-24,normal
ACC717113,ACC340044,122015,Cash Deposit,2025-04-08,normal
ACC342720,ACC717113,130892,NEFT,2025-01-08,normal
ACC528361,ACC876039,53159,RTGS,2022-09-17,normal
ACC321275,ACC326895,20265,RTGS,2023-12-04,normal
ACC326895,ACC528361,38663,NEFT,2024-06-19,normal
ACC717113,ACC321275,89520,Cash Deposit,2025-01-20,normal
ACC713762,ACC751194,109442,Cash Deposit,2022-01-10,normal
ACC522060,ACC717113,123065,UPI,2023-10-25,normal
ACC717113,ACC396451,7664,RTGS,2025-03-24,normal
ACC717113,ACC332360,131839,Cash Deposit,2024-04-03,normal
ACC528361,ACC522060,93908,UPI,2022-08-18,normal
ACC522060,ACC528361,142938,UPI,2024-07-18,normal
ACC717113,ACC889359,146912,NEFT,2025-02-20,normal
ACC342720,ACC528361,73038,UPI,2022-03-13,normal
ACC751194,ACC878967,62986,NEFT,2022-06-24,normal
ACC185131,ACC205409,123064,NEFT,2022-10-02,normal
ACC332360,ACC321275,131695,Cash Deposit,2025-11-13,normal
