FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC185131,ACC332360,74534,UPI,2022-03-06,suspicious
ACC332360,ACC141797,66253,UPI,2024-03-27,suspicious
ACC168517,ACC332360,53621,NEFT,2022-01-27,suspicious
ACC332360,ACC282256,47663,UPI,2022-01-02,suspicious
ACC332360,ACC718226,104335,RTGS,2025-10-22,normal
ACC332360,ACC644173,95699,Cash Deposit,2024-03-04,normal
ACC332360,ACC717113,55489,Cash Deposit,2024-05-25,normal
ACC153872,ACC332360,132784,RTGS,2023-09-22,normal
ACC153872,ACC332360,15690,NEFT,2024-12-19,normal
ACC332360,ACC522060,115978,Cash Deposit,2023-01-12,normal
ACC717113,ACC332360,83367,UPI,2023-04-05,normal
ACC326895,ACC332360,123309,NEFT,2025-01-08,normal
ACC332360,ACC282256,33945,UPI,2025-03-24,normal
ACC342720,ACC332360,67174,UPI,2024-12-26,normal
ACC332360,ACC718226,37554,UPI,2023-09-06,normal
ACC332360,ACC478411,34621,UPI,2022-03-18,normal
ACC332360,ACC301939,112021,RTGS,2023-03-04,normal
ACC717113,ACC332360,131839,Cash Deposit,2024-04-03,normal
ACC326895,ACC332360,5265,NEFT,2025-06-29,normal
ACC332360,ACC321275,131695,Cash Deposit,2025-11-13,normal
ACC326895,ACC332360,132025,UPI,2023-09-04,normal
ACC326895,ACC332360,58094,RTGS,2022-12-20,normal
ACC332360,ACC718226,63982,RTGS,2024-03-11,normal
ACC185131,ACC332360,96474,RTGS,2023-02-07,normal
ACC282256,ACC332360,120350,UPI,2022-12-18,normal
ACC168517,ACC332360,69327,UPI,2023-09-20,normal
ACC332360,ACC600935,80671,NEFT,2025-02-15,normal
ACC718226,ACC332360,140696,RTGS,2023-02-17,normal
ACC528361,ACC332360,7405,RTGS,2022-02-07,normal
ACC332360,ACC950544,25588,Cash Deposit,2022-09-06,normal
ACC332360,ACC717113,137017,UPI,2023-07-22,normal
ACC332360,ACC796212,24324,NEFT,2023-10-14,normal
ACC522060,ACC332360,97163,Cash Deposit,2023-02-21,normal
ACC332360,ACC341736,6202,NEFT,2022-10-13,normal
ACC760021,ACC332360,70702,Cash Deposit,2025-11-11,normal
ACC332360,ACC718226,43804,NEFT,2025-06-23,normal
ACC147726,ACC332360,48318,Cash Deposit,2025-07-17,normal
ACC718226,ACC332360,106223,NEFT,2022-08-23,normal
ACC332360,ACC717113,59426,Cash Deposit,2022-04-24,normal
ACC889359,ACC332360,24348,UPI,2022-09-19,normal
ACC796212,ACC332360,71334,Cash Deposit,2024-12-26,normal
ACC332360,ACC185131,116091,UPI,2023-10-28,normal
ACC718226,ACC332360,132867,UPI,2025-07-05,normal
ACC205409,ACC332360,30535,Cash Deposit,2024-11-11,normal
ACC332360,ACC340044,132199,NEFT,2022-10-19,normal
ACC273982,ACC332360,5461,Cash Deposit,2023-03-06,normal
ACC332360,ACC142185,91319,Cash Deposit,2023-04-03,normal
ACC522060,ACC332360,111897,NEFT,2025-02-20,normal
ACC522060,ACC332360,77181,NEFT,2025-01-25,normal
ACC796212,ACC332360,32261,Cash Deposit,2024-04-12,normal
ACC326895,ACC332360,30085,NEFT,2024-05-20,normal
ACC332360,ACC836996,74387,RTGS,2024-10-18,normal
ACC153872,ACC332360,55365,RTGS,2022-05-06,normal
ACC332360,ACC342720,139580,UPI,2025-05-21,normal
ACC889359,ACC332360,79208,Cash Deposit,2022-11-19,normal
ACC332360,ACC326895,29149,NEFT,2024-05-20,normal
ACC332360,ACC185131,134557,RTGS,2025-01-23,normal
ACC718226,ACC332360,131803,RTGS,2024-01-15,normal
ACC522060,ACC332360,13690,NEFT,2025-01-22,normal
ACC332360,ACC301939,100104,Cash Deposit,2025-08-28,normal
ACC332360,ACC717113,141734,Cash Deposit,2023-07-05,normal
ACC332360,ACC899787,88996,NEFT,2023-12-28,normal
ACC751194,ACC332360,117767,RTGS,2024-09-20,normal
ACC717113,ACC332360,91205,Cash Deposit,2024-08-14,normal
ACC342720,ACC332360,135146,RTGS,2023-06-30,normal
ACC332360,ACC141797,91834,Cash Deposit,2022-04-18,normal
ACC332360,ACC326895,21627,NEFT,2022-04-13,normal
ACC147726,ACC332360,140641,RTGS,2022-10-22,normal
ACC168517,ACC332360,106850,RTGS,2023-07-30,normal
ACC205409,ACC332360,87344,RTGS,2023-04-13,normal
ACC168517,ACC332360,114024,Cash Deposit,2022-04-13,normal
ACC326895,ACC332360,100350,RTGS,2022-06-18,normal
ACC332360,ACC950544,89692,RTGS,2022-03-25,normal
ACC332360,ACC717113,149071,NEFT,2024-05-15,normal
ACC141797,ACC332360,112857,Cash Deposit,2023-09-23,normal
ACC332360,ACC522060,55369,NEFT,2022-03-05,normal
ACC282256,ACC332360,7043,UPI,2024-07-26,normal
ACC147726,ACC332360,31447,RTGS,2025-05-13,normal
ACC522060,ACC332360,4871,UPI,2023-08-28,normal
ACC147726,ACC332360,120936,RTGS,2025-03-11,normal
ACC332360,ACC836996,68796,UPI,2024-12-11,normal
ACC332360,ACC142185,67921,UPI,2025-05-30,normal
ACC332360,ACC950544,131946,UPI,2023-10-21,normal
ACC600935,ACC332360,143596,Cash Deposit,2024-06-09,normal
ACC718226,ACC332360,41670,UPI,2022-04-24,normal
ACC522060,ACC332360,97550,NEFT,2023-05-19,normal
ACC522060,ACC332360,66987,RTGS,2023-09-22,normal
ACC332360,ACC760021,131988,UPI,2023-02-07,normal
ACC332360,ACC713762,93648,UPI,2022-05-08,normal
ACC147726,ACC332360,20688,NEFT,2024-08-23,normal
ACC332360,ACC205409,52485,NEFT,2023-06-08,normal
ACC717113,ACC332360,94803,NEFT,2024-11-08,normal
ACC332360,ACC326895,5303,Cash Deposit,2023-09-30,normal
ACC332360,ACC360247,56789,RTGS,2025-04-20,normal
ACC360247,ACC332360,104692,UPI,2023-10-21,normal
ACC713762,ACC332360,46089,NEFT,2022-03-26,normal
ACC332360,ACC360247,6310,Cash Deposit,2022-09-23,normal
ACC114835,ACC332360,105759,RTGS,2023-05-04,normal
ACC332360,ACC326895,13482,NEFT,2025-04-28,normal
ACC713762,ACC332360,64195,NEFT,2025-08-01,normal
ACC644173,ACC332360,141839,NEFT,2024-05-31,normal
ACC332360,ACC718226,147971,Cash Deposit,2025-05-23,normal
ACC341736,ACC332360,149078,RTGS,2022-09-05,normal
ACC332360,ACC478411,54179,NEFT,2025-10-26,normal
ACC332360,ACC326895,25636,RTGS,2024-05-16,normal
ACC332360,ACC326895,87563,RTGS,2023-09-22,normal
ACC717113,ACC332360,100402,Cash Deposit,2023-06-26,normal
ACC332360,ACC326895,65671,RTGS,2025-11-22,normal
ACC326895,ACC332360,28282,UPI,2025-02-28,normal
ACC718226,ACC332360,148976,Cash Deposit,2022-10-01,normal
ACC332360,ACC326895,49804,NEFT,2022-02-14,normal
ACC332360,ACC522060,91678,RTGS,2022-09-17,normal
ACC332360,ACC141797,86831,NEFT,2024-06-12,normal
ACC326895,ACC332360,134705,NEFT,2025-12-04,normal
ACC332360,ACC478411,11057,Cash Deposit,2023-11-18,normal
ACC332360,ACC273982,125972,Cash Deposit,2025-12-21,normal
ACC332360,ACC751194,78054,RTGS,2022-05-19,normal
ACC718226,ACC332360,20688,RTGS,2024-04-29,normal
ACC340044,ACC332360,54878,RTGS,2023-02-17,normal
ACC332360,ACC326895,52852,Cash Deposit,2022-04-04,normal
ACC332360,ACC717113,74870,UPI,2022-05-22,normal
ACC332360,ACC950544,35852,Cash Deposit,2025-05-26,normal
ACC332360,ACC396451,112289,Cash Deposit,2024-10-13,normal
ACC205409,ACC332360,131528,NEFT,2025-05-18,normal
ACC273982,ACC332360,130045,RTGS,2022-01-15,normal
ACC332360,ACC168517,122649,RTGS,2024-11-12,normal
ACC332360,ACC326895,37314,Cash Deposit,2025-06-09,normal
ACC396451,ACC332360,124306,Cash Deposit,2023-03-01,normal
ACC522060,ACC332360,26652,NEFT,2024-04-08,normal
ACC889359,ACC332360,38582,RTGS,2023-10-04,normal
ACC332360,ACC713762,116745,UPI,2024-05-17,normal
ACC332360,ACC360247,100035,NEFT,2024-10-25,normal
ACC332360,ACC185131,142486,UPI,2024-09-10,normal
ACC332360,ACC326895,24100,NEFT,2023-10-27,normal
ACC332360,ACC326895,16216,RTGS,2023-01-14,normal
ACC147726,ACC332360,84585,Cash Deposit,2022-06-04,normal
ACC332360,ACC478411,9217,NEFT,2022-07-15,normal
ACC717113,ACC332360,129906,UPI,2024-03-09,normal
ACC332360,ACC717113,111667,UPI,2023-02-07,normal
ACC528361,ACC332360,61355,Cash Deposit,2023-04-20,normal
ACC332360,ACC713762,144712,NEFT,2022-07-06,normal
ACC718226,ACC332360,18091,RTGS,2025-11-25,normal
ACC876039,ACC332360,138512,NEFT,2025-02-11,normal
ACC522060,ACC332360,64250,Cash Deposit,2022-06-18,normal
ACC326895,ACC332360,115598,UPI,2025-09-17,normal
ACC332360,ACC717113,76185,NEFT,2024-09-23,normal
ACC717113,ACC332360,42910,RTGS,2024-03-09,normal
ACC332360,ACC522060,73946,UPI,2022-08-16,normal
ACC332360,ACC273982,135495,RTGS,2025-08-20,normal
