FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC360247,ACC142185,39298,NEFT,2023-10-10,suspicious
ACC142185,ACC321275,34931,UPI,2025-05-23,suspicious
ACC340044,ACC326895,62122,NEFT,2025-09-25,suspicious
ACC326895,ACC876039,55219,RTGS,2023-11-07,suspicious
ACC901577,ACC142185,71058,RTGS,2025-06-21,suspicious
ACC142185,ACC644173,63952,NEFT,2023-06-21,suspicious
ACC332360,ACC718226,104335,RTGS,2025-10-22,normal
ACC796212,ACC326895,52222,Cash Deposit,2024-06-16,normal
ACC889359,ACC717113,133767,NEFT,2024-09-09,normal
ACC718226,ACC644173,36478,NEFT,2025-05-16,normal
ACC114835,ACC718226,91900,RTGS,2024-05-14,normal
ACC717113,ACC889359,127222,Cash Deposit,2022-10-08,normal
ACC717113,ACC718226,58480,Cash Deposit,2025-07-24,normal
ACC522060,ACC718226,77647,Cash Deposit,2025-11-03,normal
ACC478411,ACC326895,116576,UPI,2023-10-31,normal
ACC718226,ACC168517,23452,Cash Deposit,2022-10-08,normal
ACC326895,ACC342720,39535,RTGS,2025-07-21,normal
ACC760021,ACC889359,72962,UPI,2025-01-02,normal
ACC644173,ACC718226,98532,NEFT,2025-06-13,normal
ACC205409,ACC717113,69718,RTGS,2024-07-06,normal
ACC718226,ACC600935,97976,UPI,2025-07-31,normal
ACC205409,ACC301939,116913,Cash Deposit,2024-12-19,normal
ACC718226,ACC522060,55260,Cash Deposit,2022-03-17,normal
ACC326895,ACC950544,9939,UPI,2023-04-01,normal
ACC341736,ACC326895,23796,UPI,2022-05-21,normal
ACC326895,ACC717113,49767,NEFT,2024-05-24,normal
ACC205409,ACC878967,144424,UPI,2024-08-31,normal
ACC899787,ACC718226,34041,Cash Deposit,2024-06-30,normal
ACC147726,ACC522060,57759,UPI,2023-11-02,normal
ACC326895,ACC718226,102012,NEFT,2024-10-13,normal
ACC326895,ACC522060,15804,NEFT,2025-06-02,normal
ACC751194,ACC718226,77363,Cash Deposit,2022-12-15,normal
ACC889359,ACC901577,99238,Cash Deposit,2024-10-01,normal
ACC326895,ACC332360,123309,NEFT,2025-01-08,normal
ACC273982,ACC718226,143675,RTGS,2023-01-20,normal
ACC141797,ACC326895,88174,Cash Deposit,2022-07-22,normal
ACC396451,ACC326895,132112,RTGS,2022-11-24,normal
ACC326895,ACC760021,115879,NEFT,2025-01-03,normal
ACC718226,ACC141797,4977,UPI,2022-02-16,normal
ACC326895,ACC342720,25443,Cash Deposit,2025-07-10,normal
ACC522060,ACC713762,82576,Cash Deposit,2022-10-03,normal
ACC718226,ACC326895,113828,NEFT,2022-03-28,normal
ACC899787,ACC718226,142250,NEFT,2022-07-26,normal
ACC332360,ACC718226,37554,UPI,2023-09-06,normal
ACC321275,ACC326895,20265,RTGS,2023-12-04,normal
ACC326895,ACC528361,38663,NEFT,2024-06-19,normal
ACC326895,ACC718226,107104,UPI,2025-03-09,normal
ACC522060,ACC889359,98132,Cash Deposit,2025-07-20,normal
ACC153872,ACC326895,89637,RTGS,2024-03-01,normal
ACC326895,ACC168517,50742,Cash Deposit,2024-01-02,normal
ACC600935,ACC326895,9385,RTGS,2022-11-21,normal
ACC713762,ACC751194,109442,Cash Deposit,2022-01-10,normal
ACC141797,ACC718226,138639,RTGS,2022-06-18,normal
ACC273982,ACC326895,110058,NEFT,2022-06-06,normal
ACC718226,ACC522060,80541,Cash Deposit,2024-04-18,normal
ACC717113,ACC889359,146912,NEFT,2025-02-20,normal
ACC718226,ACC326895,134088,NEFT,2024-12-06,normal
ACC760021,ACC326895,125179,Cash Deposit,2024-06-26,normal
ACC142185,ACC326895,63351,RTGS,2023-03-16,normal
ACC718226,ACC168517,5650,NEFT,2023-05-30,normal
ACC326895,ACC332360,5265,NEFT,2025-06-29,normal
ACC340044,ACC718226,136388,RTGS,2025-07-28,normal
ACC644173,ACC326895,35480,UPI,2024-03-21,normal
ACC718226,ACC342720,12359,NEFT,2023-06-21,normal
ACC185131,ACC205409,123064,NEFT,2022-10-02,normal
ACC796212,ACC326895,72968,UPI,2024-01-31,normal
ACC321275,ACC718226,39864,Cash Deposit,2022-10-23,normal
ACC282256,ACC713762,108659,UPI,2023-02-24,normal
ACC326895,ACC332360,132025,UPI,2023-09-04,normal
ACC326895,ACC332360,58094,RTGS,2022-12-20,normal
ACC718226,ACC950544,28009,RTGS,2025-11-09,normal
ACC326895,ACC168517,41140,RTGS,2025-01-23,normal
ACC332360,ACC718226,63982,RTGS,2024-03-11,normal
ACC142185,ACC717113,4615,RTGS,2023-11-26,normal
ACC168517,ACC718226,17710,RTGS,2022-07-16,normal
ACC326895,ACC718226,149609,NEFT,2022-01-26,normal
ACC396451,ACC326895,122973,UPI,2022-07-03,normal
ACC796212,ACC326895,101791,NEFT,2025-03-05,normal
ACC760021,ACC326895,8540,Cash Deposit,2023-06-04,normal
ACC713762,ACC836996,45826,NEFT,2025-01-25,normal
ACC147726,ACC713762,39932,Cash Deposit,2023-04-07,normal
ACC718226,ACC342720,36536,Cash Deposit,2023-01-12,normal
ACC326895,ACC522060,72746,UPI,2022-06-18,normal
ACC142185,ACC141797,6461,Cash Deposit,2025-04-09,normal
ACC718226,ACC273982,126376,RTGS,2023-01-05,normal
ACC717113,ACC326895,49875,Cash Deposit,2024-05-11,normal
ACC718226,ACC326895,36222,RTGS,2024-08-21,normal
ACC717113,ACC718226,102208,UPI,2022-03-17,normal
ACC878967,ACC889359,108064,Cash Deposit,2025-12-10,normal
ACC718226,ACC326895,136000,RTGS,2023-04-18,normal
ACC718226,ACC332360,140696,RTGS,2023-02-17,normal
ACC644173,ACC718226,72520,RTGS,2024-11-10,normal
ACC718226,ACC340044,12242,UPI,2024-10-29,normal
ACC718226,ACC326895,4550,NEFT,2022-12-11,normal
ACC713762,ACC326895,130887,UPI,2025-11-06,normal
ACC522060,ACC205409,88206,UPI,2022-01-04,normal
ACC326895,ACC718226,107724,UPI,2024-07-17,normal
ACC899787,ACC326895,121733,RTGS,2025-04-06,normal
ACC718226,ACC713762,23548,RTGS,2025-01-26,normal
ACC168517,ACC326895,66210,NEFT,2022-03-25,normal
ACC326895,ACC836996,27370,RTGS,2023-05-16,normal
ACC718226,ACC301939,83014,NEFT,2022-11-04,normal
ACC528361,ACC718226,109771,RTGS,2022-03-03,normal
ACC718226,ACC340044,67636,Cash Deposit,2023-08-04,normal
ACC522060,ACC889359,40868,NEFT,2022-04-20,normal
ACC142185,ACC114835,10829,Cash Deposit,2024-12-23,normal
ACC147726,ACC878967,60266,RTGS,2023-12-07,normal
ACC332360,ACC718226,43804,NEFT,2025-06-23,normal
ACC713762,ACC901577,38566,Cash Deposit,2025-02-03,normal
ACC147726,ACC332360,48318,Cash Deposit,2025-07-17,normal
ACC718226,ACC332360,106223,NEFT,2022-08-23,normal
ACC889359,ACC332360,24348,UPI,2022-09-19,normal
ACC326895,ACC522060,113992,Cash Deposit,2022-05-21,normal
ACC142185,ACC528361,69777,RTGS,2023-10-02,normal
ACC718226,ACC332360,132867,UPI,2025-07-05,normal
ACC142185,ACC718226,41033,UPI,2023-06-16,normal
ACC718226,ACC142185,23777,RTGS,2024-10-02,normal
ACC713762,ACC950544,111656,RTGS,2025-12-11,normal
ACC342720,ACC142185,36084,NEFT,2023-07-20,normal
ACC142185,ACC717113,117849,RTGS,2024-04-17,normal
ACC205409,ACC332360,30535,Cash Deposit,2024-11-11,normal
ACC326895,ACC522060,56912,NEFT,2023-09-22,normal
ACC718226,ACC147726,101196,UPI,2025-01-26,normal
ACC142185,ACC301939,90153,RTGS,2025-07-28,normal
ACC326895,ACC342720,6506,Cash Deposit,2024-03-29,normal
ACC360247,ACC713762,108208,NEFT,2023-06-16,normal
ACC718226,ACC796212,28412,UPI,2022-03-31,normal
ACC751194,ACC718226,50886,NEFT,2023-05-22,normal
ACC713762,ACC326895,18379,UPI,2025-12-02,normal
ACC185131,ACC326895,76683,RTGS,2025-07-26,normal
ACC273982,ACC718226,97593,NEFT,2022-01-20,normal
ACC332360,ACC142185,91319,Cash Deposit,2023-04-03,normal
ACC836996,ACC147726,113870,NEFT,2022-02-26,normal
ACC876039,ACC718226,37377,RTGS,2023-03-13,normal
ACC142185,ACC878967,33861,NEFT,2024-03-11,normal
ACC522060,ACC326895,125773,RTGS,2022-02-10,normal
ACC326895,ACC205409,139017,UPI,2023-06-13,normal
ACC718226,ACC326895,31492,UPI,2025-06-23,normal
ACC717113,ACC718226,78764,NEFT,2024-10-27,normal
ACC326895,ACC332360,30085,NEFT,2024-05-20,normal
ACC273982,ACC718226,61934,UPI,2022-04-06,normal
ACC147726,ACC396451,62578,Cash Deposit,2025-09-29,normal
ACC326895,ACC901577,26503,Cash Deposit,2022-01-07,normal
ACC326895,ACC713762,130603,RTGS,2024-11-01,normal
ACC718226,ACC528361,31141,NEFT,2022-10-08,normal
ACC718226,ACC796212,63396,Cash Deposit,2025-04-27,normal
ACC326895,ACC478411,13957,RTGS,2025-10-07,normal
ACC342720,ACC889359,98943,RTGS,2023-07-28,normal
ACC326895,ACC168517,82450,NEFT,2023-04-13,normal
ACC760021,ACC718226,122329,UPI,2025-10-07,normal
ACC522060,ACC326895,137317,NEFT,2023-09-07,normal
ACC153872,ACC889359,37679,RTGS,2022-01-22,normal
ACC899787,ACC205409,34867,RTGS,2023-03-23,normal
ACC326895,ACC899787,99128,Cash Deposit,2023-04-27,normal
ACC889359,ACC326895,4315,UPI,2023-10-06,normal
ACC718226,ACC878967,22178,NEFT,2025-04-16,normal
ACC326895,ACC342720,70071,UPI,2022-10-29,normal
ACC326895,ACC321275,47990,UPI,2025-08-10,normal
ACC889359,ACC332360,79208,Cash Deposit,2022-11-19,normal
ACC836996,ACC718226,146831,UPI,2024-04-07,normal
ACC332360,ACC326895,29149,NEFT,2024-05-20,normal
ACC326895,ACC522060,48968,NEFT,2023-01-19,normal
ACC713762,ACC522060,50335,RTGS,2025-10-21,normal
ACC718226,ACC522060,17872,NEFT,2024-05-14,normal
ACC114835,ACC326895,12312,NEFT,2023-12-03,normal
ACC340044,ACC718226,53979,UPI,2023-03-04,normal
ACC147726,ACC600935,68533,RTGS,2023-07-27,normal
ACC342720,ACC889359,65351,NEFT,2025-02-11,normal
ACC360247,ACC142185,10522,Cash Deposit,2024-03-25,normal
ACC326895,ACC301939,93696,Cash Deposit,2025-06-15,normal
