FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC332360,ACC718226,104335,RTGS,2025-10-22,normal
ACC718226,ACC644173,36478,NEFT,2025-05-16,normal
ACC114835,ACC718226,91900,RTGS,2024-05-14,normal
ACC717113,ACC718226,58480,Cash Deposit,2025-07-24,normal
ACC522060,ACC718226,77647,Cash Deposit,2025-11-03,normal
ACC718226,ACC168517,23452,Cash Deposit,2022-10-08,normal
ACC644173,ACC718226,98532,NEFT,2025-06-13,normal
ACC718226,ACC600935,97976,UPI,2025-07-31,normal
ACC718226,ACC522060,55260,Cash Deposit,2022-03-17,normal
ACC899787,ACC718226,34041,Cash Deposit,2024-06-30,normal
ACC326895,ACC718226,102012,NEFT,2024-10-13,normal
ACC751194,ACC718226,77363,Cash Deposit,2022-12-15,normal
ACC273982,ACC718226,143675,RTGS,2023-01-20,normal
ACC718226,ACC141797,4977,UPI,2022-02-16,normal
ACC718226,ACC326895,113828,NEFT,2022-03-28,normal
ACC899787,ACC718226,142250,NEFT,2022-07-26,normal
ACC332360,ACC718226,37554,UPI,2023-09-06,normal
ACC326895,ACC718226,107104,UPI,2025-03-09,normal
ACC141797,ACC718226,138639,RTGS,2022-06-18,normal
ACC718226,ACC522060,80541,Cash Deposit,2024-04-18,normal
ACC718226,ACC326895,134088,NEFT,2024-12-06,normal
ACC718226,ACC168517,5650,NEFT,2023-05-30,normal
ACC340044,ACC718226,136388,RTGS,2025-07-28,normal
ACC718226,ACC342720,12359,NEFT,2023-06-21,normal
ACC321275,ACC718226,39864,Cash Deposit,2022-10-23,normal
ACC718226,ACC950544,28009,RTGS,2025-11-09,normal
ACC332360,ACC718226,63982,RTGS,2024-03-11,normal
ACC168517,ACC718226,17710,RTGS,2022-07-16,normal
ACC326895,ACC718226,149609,NEFT,2022-01-26,normal
ACC718226,ACC342720,36536,Cash Deposit,2023-01-12,normal
ACC718226,ACC273982,126376,RTGS,2023-01-05,normal
ACC718226,ACC326895,36222,RTGS,2024-08-21,normal
ACC717113,ACC718226,102208,UPI,2022-03-17,normal
ACC718226,ACC326895,136000,RTGS,2023-04-18,normal
ACC718226,ACC332360,140696,RTGS,2023-02-17,normal
ACC644173,ACC718226,72520,RTGS,2024-11-10,normal
ACC718226,ACC340044,12242,UPI,2024-10-29,normal
ACC718226,ACC326895,4550,NEFT,2022-12-11,normal
ACC326895,ACC718226,107724,UPI,2024-07-17,normal
ACC718226,ACC713762,23548,RTGS,2025-01-26,normal
ACC718226,ACC301939,83014,NEFT,2022-11-04,normal
ACC528361,ACC718226,109771,RTGS,2022-03-03,normal
ACC718226,ACC340044,67636,Cash Deposit,2023-08-04,normal
ACC332360,ACC718226,43804,NEFT,2025-06-23,normal
ACC718226,ACC332360,106223,NEFT,2022-08-23,normal
ACC718226,ACC332360,132867,UPI,2025-07-05,normal
ACC142185,ACC718226,41033,UPI,2023-06-16,normal
ACC718226,ACC142185,23777,RTGS,2024-10-02,normal
ACC718226,ACC147726,101196,UPI,2025-01-26,normal
ACC718226,ACC796212,28412,UPI,2022-03-31,normal
ACC751194,ACC718226,50886,NEFT,2023-05-22,normal
ACC273982,ACC718226,97593,NEFT,2022-01-20,normal
ACC876039,ACC718226,37377,RTGS,2023-03-13,normal
ACC718226,ACC326895,31492,UPI,2025-06-23,normal
ACC717113,ACC718226,78764,NEFT,2024-10-27,normal
ACC273982,ACC718226,61934,UPI,2022-04-06,normal
ACC718226,ACC528361,31141,NEFT,2022-10-08,normal
ACC718226,ACC796212,63396,Cash Deposit,2025-04-27,normal
ACC760021,ACC718226,122329,UPI,2025-10-07,normal
ACC718226,ACC878967,22178,NEFT,2025-04-16,normal
ACC836996,ACC718226,146831,UPI,2024-04-07,normal
ACC718226,ACC522060,17872,NEFT,2024-05-14,normal
ACC340044,ACC718226,53979,UPI,2023-03-04,normal
ACC751194,ACC718226,149642,NEFT,2024-05-29,normal
ACC718226,ACC332360,131803,RTGS,2024-01-15,normal
ACC717113,ACC718226,144138,NEFT,2025-03-18,normal
ACC718226,ACC644173,31759,UPI,2025-06-20,normal
ACC713762,ACC718226,10753,RTGS,2023-04-08,normal
ACC718226,ACC326895,44784,RTGS,2025-04-27,normal
ACC718226,ACC522060,37100,NEFT,2022-04-26,normal
ACC168517,ACC718226,99437,UPI,2023-07-24,normal
ACC522060,ACC718226,85493,RTGS,2022-11-06,normal
ACC522060,ACC718226,52083,NEFT,2022-12-07,normal
ACC142185,ACC718226,138253,Cash Deposit,2023-11-15,normal
ACC326895,ACC718226,29863,UPI,2024-12-28,normal
ACC326895,ACC718226,77359,UPI,2025-03-12,normal
ACC341736,ACC718226,123551,NEFT,2022-07-11,normal
ACC878967,ACC718226,25627,RTGS,2024-06-29,normal
ACC644173,ACC718226,54441,RTGS,2022-07-23,normal
ACC718226,ACC522060,77420,UPI,2022-08-27,normal
ACC718226,ACC600935,53867,RTGS,2024-11-22,normal
ACC185131,ACC718226,5168,Cash Deposit,2022-01-07,normal
ACC205409,ACC718226,24840,Cash Deposit,2024-11-29,normal
ACC282256,ACC718226,86581,Cash Deposit,2022-02-14,normal
ACC142185,ACC718226,7053,Cash Deposit,2022-08-20,normal
ACC142185,ACC718226,60141,NEFT,2025-10-20,normal
ACC718226,ACC717113,15580,RTGS,2022-07-30,normal
ACC718226,ACC326895,119641,NEFT,2022-04-05,normal
ACC717113,ACC718226,138818,RTGS,2025-10-25,normal
ACC718226,ACC751194,100024,RTGS,2023-03-17,normal
ACC141797,ACC718226,100417,UPI,2023-10-14,normal
ACC718226,ACC205409,60276,RTGS,2025-12-01,normal
ACC342720,ACC718226,6264,RTGS,2023-05-13,normal
ACC522060,ACC718226,135698,UPI,2025-01-24,normal
ACC950544,ACC718226,106874,UPI,2024-04-21,normal
ACC718226,ACC901577,127163,RTGS,2024-03-29,normal
ACC522060,ACC718226,15020,RTGS,2025-08-29,normal
ACC718226,ACC332360,41670,UPI,2022-04-24,normal
ACC718226,ACC326895,79050,Cash Deposit,2023-09-28,normal
ACC522060,ACC718226,2022,RTGS,2023-07-09,normal
ACC342720,ACC718226,19219,RTGS,2022-01-11,normal
ACC718226,ACC901577,22723,Cash Deposit,2022-07-15,normal
ACC717113,ACC718226,102174,RTGS,2023-08-02,normal
ACC718226,ACC522060,133894,NEFT,2024-11-04,normal
ACC796212,ACC718226,74267,Cash Deposit,2025-02-07,normal
ACC901577,ACC718226,106684,UPI,2023-05-09,normal
ACC718226,ACC717113,125308,NEFT,2025-10-20,normal
ACC718226,ACC185131,16864,UPI,2024-12-25,normal
ACC718226,ACC282256,90855,Cash Deposit,2023-05-15,normal
ACC332360,ACC718226,147971,Cash Deposit,2025-05-23,normal
ACC273982,ACC718226,16147,RTGS,2023-12-12,normal
ACC717113,ACC718226,122647,NEFT,2022-09-10,normal
ACC326895,ACC718226,131734,RTGS,2023-06-25,normal
ACC718226,ACC332360,148976,Cash Deposit,2022-10-01,normal
ACC185131,ACC718226,119392,Cash Deposit,2023-07-02,normal
ACC717113,ACC718226,67923,NEFT,2022-02-03,normal
ACC340044,ACC718226,44366,RTGS,2023-11-30,normal
ACC142185,ACC718226,139032,Cash Deposit,2024-03-27,normal
ACC718226,ACC528361,131376,NEFT,2023-12-23,normal
ACC950544,ACC718226,110770,UPI,2024-12-23,normal
ACC718226,ACC332360,20688,RTGS,2024-04-29,normal
ACC205409,ACC718226,42345,Cash Deposit,2022-12-25,normal
ACC273982,ACC718226,57616,RTGS,2024-11-15,normal
ACC718226,ACC717113,115576,NEFT,2025-07-30,normal
ACC341736,ACC718226,42070,Cash Deposit,2025-02-11,normal
ACC718226,ACC141797,123644,Cash Deposit,2023-02-24,normal
ACC718226,ACC751194,13611,NEFT,2023-04-23,normal
ACC718226,ACC301939,102003,Cash Deposit,2024-01-11,normal
ACC718226,ACC717113,22288,NEFT,2025-01-20,normal
ACC901577,ACC718226,135674,RTGS,2025-05-31,normal
ACC718226,ACC717113,85438,NEFT,2024-06-20,normal
ACC718226,ACC644173,142874,NEFT,2023-03-05,normal
ACC644173,ACC718226,82889,NEFT,2024-09-16,normal
ACC718226,ACC282256,141936,NEFT,2025-05-17,normal
ACC718226,ACC644173,78924,UPI,2022-02-20,normal
ACC718226,ACC478411,125454,Cash Deposit,2025-12-23,normal
ACC273982,ACC718226,35675,UPI,2025-04-26,normal
ACC360247,ACC718226,65272,NEFT,2023-02-17,normal
ACC141797,ACC718226,10407,UPI,2022-10-03,normal
ACC718226,ACC147726,73918,NEFT,2023-08-25,normal
ACC718226,ACC114835,96501,Cash Deposit,2024-06-08,normal
ACC273982,ACC718226,13791,UPI,2022-02-23,normal
ACC717113,ACC718226,65229,NEFT,2023-04-24,normal
ACC717113,ACC718226,18653,NEFT,2022-10-02,normal
ACC718226,ACC717113,76819,RTGS,2023-05-15,normal
ACC718226,ACC717113,39137,NEFT,2022-02-09,normal
ACC718226,ACC326895,50672,RTGS,2024-10-22,normal
ACC718226,ACC396451,118055,NEFT,2024-05-26,normal
ACC718226,ACC282256,95482,RTGS,2023-05-22,normal
ACC718226,ACC717113,96508,RTGS,2022-12-30,normal
ACC718226,ACC326895,77135,Cash Deposit,2024-04-21,normal
ACC717113,ACC718226,117873,UPI,2024-03-23,normal
ACC718226,ACC147726,52136,NEFT,2025-05-09,normal
ACC718226,ACC342720,9219,RTGS,2022-08-21,normal
ACC142185,ACC718226,28316,NEFT,2023-07-31,normal
ACC718226,ACC326895,42877,UPI,2022-05-03,normal
ACC718226,ACC332360,18091,RTGS,2025-11-25,normal
ACC718226,ACC836996,141884,Cash Deposit,2024-07-29,normal
ACC718226,ACC522060,21682,UPI,2025-05-29,normal
ACC718226,ACC644173,101339,Cash Deposit,2022-09-08,normal
ACC878967,ACC718226,132245,NEFT,2023-10-01,normal
ACC718226,ACC751194,107353,Cash Deposit,2023-03-03,normal
ACC901577,ACC718226,142522,RTGS,2023-07-23,normal
ACC718226,ACC301939,52490,Cash Deposit,2024-01-04,normal
ACC332360,ACC718226,12227,Cash Deposit,2025-02-09,normal
ACC796212,ACC718226,88357,Cash Deposit,2023-05-12,normal
ACC332360,ACC718226,35095,NEFT,2024-11-11,normal
ACC396451,ACC718226,35788,NEFT,2025-02-01,normal
ACC332360,ACC718226,122507,UPI,2023-05-08,normal
ACC153872,ACC718226,118405,NEFT,2022-03-30,normal
ACC878967,ACC718226,3249,Cash Deposit,2022-03-07,normal
ACC718226,ACC340044,106417,NEFT,2025-05-14,normal
ACC718226,ACC478411,18104,UPI,2023-05-05,normal
ACC796212,ACC718226,43149,UPI,2025-05-14,normal
ACC718226,ACC342720,58936,UPI,2022-10-07,normal
ACC718226,ACC478411,117629,UPI,2023-08-13,normal
ACC326895,ACC718226,133649,RTGS,2024-02-18,normal
ACC876039,ACC718226,103162,RTGS,2025-06-10,normal
ACC717113,ACC718226,110337,UPI,2025-03-30,normal
ACC717113,ACC718226,99320,UPI,2022-01-09,normal
ACC522060,ACC718226,15615,NEFT,2024-07-28,normal
ACC718226,ACC901577,39753,UPI,2023-05-13,normal
ACC522060,ACC718226,30763,Cash Deposit,2024-08-31,normal
ACC718226,ACC717113,18056,NEFT,2023-08-01,normal
ACC718226,ACC332360,108343,Cash Deposit,2024-02-28,normal
ACC718226,ACC717113,127124,RTGS,2023-09-28,normal
ACC718226,ACC760021,53664,NEFT,2022-03-28,normal
ACC718226,ACC644173,56363,UPI,2024-02-07,normal
ACC718226,ACC114835,39231,RTGS,2022-07-13,normal
