FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC326895,ACC950544,9939,UPI,2023-04-01,normal
ACC950544,ACC760021,47896,NEFT,2025-02-14,normal
ACC950544,ACC522060,95386,RTGS,2024-05-20,normal
ACC718226,ACC950544,28009,RTGS,2025-11-09,normal
ACC332360,ACC950544,25588,Cash Deposit,2022-09-06,normal
ACC950544,ACC717113,77755,UPI,2022-01-03,normal
ACC950544,ACC600935,9765,UPI,2022-07-03,normal
ACC713762,ACC950544,111656,RTGS,2025-12-11,normal
ACC950544,ACC522060,78926,RTGS,2024-08-27,normal
ACC396451,ACC950544,139184,UPI,2024-03-16,normal
ACC332360,ACC950544,89692,RTGS,2022-03-25,normal
ACC950544,ACC522060,19194,UPI,2024-07-19,normal
ACC950544,ACC751194,90835,UPI,2025-03-03,normal
ACC950544,ACC718226,106874,UPI,2024-04-21,normal
ACC332360,ACC950544,131946,UPI,2023-10-21,normal
ACC950544,ACC326895,122487,UPI,2022-03-24,normal
ACC522060,ACC950544,14692,NEFT,2023-11-09,normal
ACC717113,ACC950544,4383,RTGS,2025-10-09,normal
ACC326895,ACC950544,59039,RTGS,2025-04-17,normal
ACC950544,ACC478411,22194,Cash Deposit,2023-02-14,normal
ACC950544,ACC718226,110770,UPI,2024-12-23,normal
ACC332360,ACC950544,35852,Cash Deposit,2025-05-26,normal
ACC342720,ACC950544,105922,Cash Deposit,2025-11-27,normal
ACC522060,ACC950544,116467,Cash Deposit,2025-09-16,normal
ACC950544,ACC321275,75441,NEFT,2023-06-24,normal
ACC326895,ACC950544,148685,NEFT,2023-03-03,normal
ACC205409,ACC950544,32603,UPI,2023-03-16,normal
ACC950544,ACC141797,96080,RTGS,2024-05-22,normal
ACC950544,ACC326895,75278,UPI,2022-02-11,normal
ACC326895,ACC950544,135581,NEFT,2025-03-27,normal
ACC950544,ACC114835,137622,NEFT,2024-05-15,normal
ACC341736,ACC950544,80597,NEFT,2024-05-23,normal
ACC950544,ACC326895,77385,NEFT,2023-06-29,normal
ACC950544,ACC185131,83191,NEFT,2024-12-24,normal
