FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC321275,ACC360247,43664,Cash Deposit,2023-06-28,suspicious
ACC142185,ACC321275,34931,UPI,2025-05-23,suspicious
ACC340044,ACC528361,50296,NEFT,2023-01-06,normal
ACC717113,ACC321275,122445,Cash Deposit,2023-02-13,normal
ACC878967,ACC321275,143637,RTGS,2025-05-02,normal
ACC528361,ACC876039,53159,RTGS,2022-09-17,normal
ACC321275,ACC326895,20265,RTGS,2023-12-04,normal
ACC326895,ACC528361,38663,NEFT,2024-06-19,normal
ACC717113,ACC321275,89520,Cash Deposit,2025-01-20,normal
ACC528361,ACC522060,93908,UPI,2022-08-18,normal
ACC522060,ACC528361,142938,UPI,2024-07-18,normal
ACC342720,ACC528361,73038,UPI,2022-03-13,normal
ACC332360,ACC321275,131695,Cash Deposit,2025-11-13,normal
ACC321275,ACC718226,39864,Cash Deposit,2022-10-23,normal
ACC522060,ACC321275,75224,NEFT,2024-04-14,normal
ACC528361,ACC332360,7405,RTGS,2022-02-07,normal
ACC528361,ACC718226,109771,RTGS,2022-03-03,normal
ACC142185,ACC528361,69777,RTGS,2023-10-02,normal
ACC321275,ACC717113,134444,NEFT,2024-02-28,normal
ACC528361,ACC901577,13950,RTGS,2022-08-03,normal
ACC360247,ACC321275,7933,UPI,2024-08-25,normal
ACC876039,ACC321275,98032,RTGS,2023-12-22,normal
ACC528361,ACC321275,103747,Cash Deposit,2025-12-01,normal
ACC718226,ACC528361,31141,NEFT,2022-10-08,normal
ACC528361,ACC760021,27811,Cash Deposit,2023-12-01,normal
ACC528361,ACC114835,140432,UPI,2024-04-04,normal
ACC326895,ACC321275,47990,UPI,2025-08-10,normal
ACC878967,ACC528361,99361,UPI,2023-09-05,normal
ACC717113,ACC528361,66383,UPI,2023-01-30,normal
ACC321275,ACC326895,86236,NEFT,2025-12-05,normal
ACC899787,ACC321275,127259,RTGS,2022-10-04,normal
ACC528361,ACC878967,72429,RTGS,2023-12-09,normal
ACC153872,ACC528361,4825,Cash Deposit,2022-12-05,normal
ACC528361,ACC153872,134924,Cash Deposit,2024-06-01,normal
ACC326895,ACC528361,14239,RTGS,2024-03-04,normal
ACC528361,ACC717113,5887,UPI,2024-08-29,normal
ACC321275,ACC717113,63451,UPI,2022-06-28,normal
ACC751194,ACC528361,80419,Cash Deposit,2024-12-14,normal
ACC321275,ACC153872,51097,RTGS,2024-02-02,normal
ACC326895,ACC321275,85358,NEFT,2023-04-07,normal
ACC147726,ACC528361,49012,UPI,2022-04-03,normal
ACC321275,ACC326895,55404,Cash Deposit,2023-04-30,normal
ACC528361,ACC522060,129764,RTGS,2022-03-29,normal
ACC899787,ACC528361,122604,RTGS,2024-01-30,normal
ACC528361,ACC340044,141334,RTGS,2024-03-25,normal
ACC321275,ACC114835,76539,UPI,2023-05-19,normal
ACC321275,ACC282256,130894,UPI,2022-05-12,normal
ACC718226,ACC528361,131376,NEFT,2023-12-23,normal
ACC114835,ACC528361,11607,NEFT,2022-08-31,normal
ACC282256,ACC528361,59152,Cash Deposit,2022-07-25,normal
ACC950544,ACC321275,75441,NEFT,2023-06-24,normal
ACC168517,ACC528361,134653,UPI,2025-09-17,normal
ACC321275,ACC878967,40614,RTGS,2025-09-18,normal
ACC321275,ACC326895,149443,RTGS,2023-02-21,normal
ACC321275,ACC326895,148231,RTGS,2023-01-22,normal
ACC321275,ACC717113,25181,RTGS,2025-06-24,normal
ACC528361,ACC332360,61355,Cash Deposit,2023-04-20,normal
ACC321275,ACC340044,92971,NEFT,2025-09-28,normal
ACC332360,ACC321275,82691,Cash Deposit,2022-08-15,normal
ACC360247,ACC528361,33253,UPI,2024-01-06,normal
ACC321275,ACC717113,114797,RTGS,2022-07-23,normal
ACC522060,ACC321275,21175,UPI,2023-03-01,normal
ACC321275,ACC522060,7683,RTGS,2023-09-21,normal
ACC282256,ACC321275,117566,UPI,2025-04-11,normal
ACC321275,ACC114835,106910,NEFT,2024-06-30,normal
ACC717113,ACC321275,54943,UPI,2025-09-21,normal
ACC717113,ACC528361,60657,UPI,2025-02-11,normal
ACC836996,ACC528361,78674,Cash Deposit,2022-10-15,normal
ACC528361,ACC522060,113986,RTGS,2022-09-04,normal
ACC332360,ACC321275,41934,Cash Deposit,2022-11-27,normal
ACC713762,ACC321275,122233,Cash Deposit,2022-02-13,normal
ACC528361,ACC718226,31960,Cash Deposit,2022-06-19,normal
ACC332360,ACC321275,13496,RTGS,2022-05-22,normal
ACC321275,ACC522060,111853,NEFT,2022-01-19,normal
ACC644173,ACC321275,110309,RTGS,2025-07-21,normal
ACC528361,ACC718226,39549,NEFT,2024-10-11,normal
ACC478411,ACC321275,54631,NEFT,2022-01-27,normal
