FROM_ACCOUNT,TO_ACCOUNT,AMOUNT,TYPE,DATE,FLAG
ACC332360,ACC718226,104335,RTGS,2025-10-22,normal
ACC889359,ACC717113,133767,NEFT,2024-09-09,normal
ACC718226,ACC644173,36478,NEFT,2025-05-16,normal
ACC114835,ACC718226,91900,RTGS,2024-05-14,normal
ACC273982,ACC478411,80874,RTGS,2022-03-21,normal
ACC717113,ACC889359,127222,Cash Deposit,2022-10-08,normal
ACC717113,ACC718226,58480,Cash Deposit,2025-07-24,normal
ACC522060,ACC718226,77647,Cash Deposit,2025-11-03,normal
ACC478411,ACC326895,116576,UPI,2023-10-31,normal
ACC718226,ACC168517,23452,Cash Deposit,2022-10-08,normal
ACC760021,ACC889359,72962,UPI,2025-01-02,normal
ACC644173,ACC718226,98532,NEFT,2025-06-13,normal
ACC718226,ACC600935,97976,UPI,2025-07-31,normal
ACC718226,ACC522060,55260,Cash Deposit,2022-03-17,normal
ACC899787,ACC718226,34041,Cash Deposit,2024-06-30,normal
ACC147726,ACC522060,57759,UPI,2023-11-02,normal
ACC326895,ACC718226,102012,NEFT,2024-10-13,normal
ACC751194,ACC718226,77363,Cash Deposit,2022-12-15,normal
ACC889359,ACC901577,99238,Cash Deposit,2024-10-01,normal
ACC273982,ACC718226,143675,RTGS,2023-01-20,normal
ACC718226,ACC141797,4977,UPI,2022-02-16,normal
ACC718226,ACC326895,113828,NEFT,2022-03-28,normal
ACC899787,ACC718226,142250,NEFT,2022-07-26,normal
ACC332360,ACC718226,37554,UPI,2023-09-06,normal
ACC326895,ACC718226,107104,UPI,2025-03-09,normal
ACC522060,ACC889359,98132,Cash Deposit,2025-07-20,normal
ACC141797,ACC718226,138639,RTGS,2022-06-18,normal
ACC718226,ACC522060,80541,Cash Deposit,2024-04-18,normal
ACC332360,ACC478411,34621,UPI,2022-03-18,normal
ACC717113,ACC889359,146912,NEFT,2025-02-20,normal
ACC718226,ACC326895,134088,NEFT,2024-12-06,normal
ACC718226,ACC168517,5650,NEFT,2023-05-30,normal
ACC340044,ACC718226,136388,RTGS,2025-07-28,normal
ACC718226,ACC342720,12359,NEFT,2023-06-21,normal
ACC321275,ACC718226,39864,Cash Deposit,2022-10-23,normal
ACC718226,ACC950544,28009,RTGS,2025-11-09,normal
ACC332360,ACC718226,63982,RTGS,2024-03-11,normal
ACC168517,ACC718226,17710,RTGS,2022-07-16,normal
ACC326895,ACC718226,149609,NEFT,2022-01-26,normal
ACC147726,ACC713762,39932,Cash Deposit,2023-04-07,normal
ACC718226,ACC342720,36536,Cash Deposit,2023-01-12,normal
ACC718226,ACC273982,126376,RTGS,2023-01-05,normal
ACC718226,ACC326895,36222,RTGS,2024-08-21,normal
ACC717113,ACC718226,102208,UPI,2022-03-17,normal
ACC878967,ACC889359,108064,Cash Deposit,2025-12-10,normal
ACC718226,ACC326895,136000,RTGS,2023-04-18,normal
ACC718226,ACC332360,140696,RTGS,2023-02-17,normal
ACC644173,ACC718226,72520,RTGS,2024-11-10,normal
ACC718226,ACC340044,12242,UPI,2024-10-29,normal
ACC718226,ACC326895,4550,NEFT,2022-12-11,normal
ACC326895,ACC718226,107724,UPI,2024-07-17,normal
ACC478411,ACC282256,41916,UPI,2023-04-27,normal
ACC718226,ACC713762,23548,RTGS,2025-01-26,normal
ACC718226,ACC301939,83014,NEFT,2022-11-04,normal
ACC528361,ACC718226,109771,RTGS,2022-03-03,normal
ACC718226,ACC340044,67636,Cash Deposit,2023-08-04,normal
ACC522060,ACC889359,40868,NEFT,2022-04-20,normal
ACC147726,ACC878967,60266,RTGS,2023-12-07,normal
ACC332360,ACC718226,43804,NEFT,2025-06-23,normal
ACC147726,ACC332360,48318,Cash Deposit,2025-07-17,normal
ACC718226,ACC332360,106223,NEFT,2022-08-23,normal
ACC889359,ACC332360,24348,UPI,2022-09-19,normal
ACC478411,ACC644173,30068,NEFT,2025-06-27,normal
ACC718226,ACC332360,132867,UPI,2025-07-05,normal
ACC142185,ACC718226,41033,UPI,2023-06-16,normal
ACC718226,ACC142185,23777,RTGS,2024-10-02,normal
ACC718226,ACC147726,101196,UPI,2025-01-26,normal
ACC718226,ACC796212,28412,UPI,2022-03-31,normal
ACC751194,ACC718226,50886,NEFT,2023-05-22,normal
ACC273982,ACC718226,97593,NEFT,2022-01-20,normal
ACC836996,ACC147726,113870,NEFT,2022-02-26,normal
ACC876039,ACC718226,37377,RTGS,2023-03-13,normal
