CALLER,RECEIVER,DURATION_SEC,TOWER_ID,DATE
+915348740164,6120183667,823,L13,2023-05-06
07451712368,+913690034324,526,L14,2025-12-15
6120183667,08536153051,877,L16,2025-10-13
1047095214,02545991022,828,L14,2024-08-10
6120183667,07652775841,666,L14,2022-03-22
6120183667,+913662994680,51,L14,2022-03-18
02545991022,6120183667,616,L12,2022-02-13
07752047116,6120183667,566,L14,2025-12-29
+911724005045,02545991022,388,L15,2022-11-09
02545991022,06232858842,457,L14,2024-04-28
01864492519,02545991022,186,L15,2025-07-10
6120183667,+915841687849,335,L14,2025-07-08
6120183667,+915348740164,729,L15,2024-06-15
04688623924,6120183667,72,L12,2023-11-07
9367632016,+913690034324,91,L16,2023-09-27
08261375060,6120183667,815,L13,2022-10-27
+918053100330,02545991022,541,L12,2024-01-09
08742967175,6120183667,855,L15,2025-11-03
+913690034324,01778528922,42,L13,2023-08-24
+915348740164,6120183667,297,L12,2024-01-02
+913690034324,2327193745,631,L15,2023-08-08
02545991022,+913690034324,568,L14,2025-01-15
6120183667,03755646417,137,L16,2024-06-05
+910524278680,6120183667,595,L13,2023-06-27
+913690034324,04688623924,536,L13,2024-07-24
6120183667,+919832731585,866,L13,2024-02-18
5654310278,02545991022,770,L13,2024-09-08
02545991022,09808932460,492,L13,2024-09-04
1047095214,6120183667,541,L13,2024-10-08
6120183667,+911467866912,381,L13,2025-06-12
+917154516808,+913690034324,487,L13,2025-01-05
7439533942,+913690034324,84,L12,2025-03-01
02545991022,05512567468,187,L15,2025-01-05
07351585064,+913573322141,843,L13,2023-10-19
+918156149784,+913690034324,411,L16,2023-05-06
02545991022,1241182449,549,L15,2025-02-03
6120183667,+913690034324,89,L15,2024-10-20
6120183667,08742967175,883,L16,2022-07-15
+913690034324,04688623924,80,L16,2024-07-08
6120183667,+918053100330,678,L15,2024-06-04
+918053100330,6120183667,715,L13,2025-08-14
02545991022,08867533963,508,L15,2024-05-01
+911382675869,+913573322141,512,L16,2025-01-30
6120183667,03755646417,147,L13,2023-02-28
6120183667,+918156149784,875,L16,2022-05-10
02545991022,+913690034324,6,L15,2023-03-14
6120183667,+917996507527,620,L16,2025-05-13
6120183667,04688623924,817,L15,2023-05-06
04369957773,+913690034324,723,L13,2022-01-24
+913573322141,+915348740164,831,L14,2024-05-29
04688623924,+913690034324,676,L13,2024-05-08
+916690967054,+913690034324,369,L16,2024-03-22
6120183667,04688623924,260,L16,2025-07-15
08527722170,+913690034324,446,L13,2025-08-31
08536153051,6120183667,698,L14,2023-02-28
6120183667,01604817549,890,L12,2025-10-29
6120183667,06156545271,310,L12,2025-11-02
+910524278680,6120183667,599,L12,2025-06-25
00139904902,+913690034324,802,L15,2022-06-15
5165604945,6120183667,418,L15,2024-05-28
0147679764,6120183667,259,L14,2023-04-09
+917154516808,6120183667,794,L16,2024-12-31
08877190659,02545991022,683,L14,2024-12-01
04688623924,6120183667,821,L12,2022-12-08
+911280598262,02545991022,17,L16,2025-12-13
02545991022,+917996507527,359,L15,2025-09-21
6120183667,9016272046,874,L15,2024-08-19
6120183667,03982146584,245,L15,2022-06-11
+913690034324,+913662994680,782,L13,2025-09-11
01604817549,+913690034324,51,L15,2022-12-03
+914345581223,+913690034324,743,L12,2024-04-18
5220472779,+913690034324,571,L13,2025-07-19
04479627570,+913690034324,668,L16,2024-01-24
08742967175,+913690034324,163,L13,2022-03-23
5396218518,02545991022,344,L14,2024-01-09
00576627028,6120183667,529,L13,2022-10-19
08742967175,02545991022,715,L13,2025-04-11
00608835615,6120183667,88,L13,2023-07-29
02545991022,+916690967054,406,L16,2023-04-03
08414384249,02545991022,154,L14,2024-09-17
+917154516808,02545991022,860,L16,2022-06-09
+914505331586,6120183667,221,L13,2022-11-04
6120183667,+915348740164,591,L12,2022-10-28
01473210469,6120183667,741,L14,2025-09-17
2322602563,02545991022,622,L12,2025-01-09
+918156149784,+913690034324,169,L12,2024-03-07
+913573322141,+915546659051,799,L15,2024-07-28
+911280598262,6120183667,230,L13,2025-10-18
06232858842,6120183667,465,L14,2023-11-17
1232812067,6120183667,153,L14,2022-12-10
+913690034324,01183673657,409,L15,2023-07-10
7516136968,02545991022,766,L12,2025-12-06
6937923747,6120183667,551,L14,2023-09-27
6120183667,+919832731585,283,L16,2025-12-05
