CALLER,RECEIVER,DURATION_SEC,TOWER_ID,DATE
4958887947,1998679807,449,L12,2022-07-21
+917459615865,05271774490,163,L12,2024-04-29
+911280598262,2546291486,217,L13,2025-04-15
+911280598262,05271774490,36,L16,2022-07-07
06038597703,8805929622,700,L12,2025-05-09
3597820715,04688623924,244,L13,2024-12-29
+919270653794,07451712368,433,L13,2022-11-28
8880670654,05271774490,400,L13,2023-11-26
07451712368,2546291486,291,L16,2025-06-30
2127799799,08536153051,43,L15,2022-12-25
+918053100330,1998679807,898,L12,2023-08-16
5281685054,2546291486,751,L15,2025-08-15
07351585064,+913573322141,843,L13,2023-10-19
2546291486,00576627028,867,L13,2025-07-15
08086131712,8805929622,35,L14,2025-07-22
2127799799,00139904902,114,L12,2022-07-07
01473210469,7383473597,338,L14,2024-02-10
+912172715518,05271774490,533,L16,2022-12-24
3597820715,+917581814124,69,L12,2025-03-28
+911382675869,+913573322141,512,L16,2025-01-30
2327193745,2127799799,710,L16,2023-12-20
8895798687,3597820715,426,L14,2022-05-02
+917743487347,8805929622,776,L13,2022-09-30
+917154516808,1998679807,899,L12,2023-07-05
+913573322141,+915348740164,831,L14,2024-05-29
7383473597,+914228421020,164,L13,2022-08-05
06232858842,7383473597,357,L16,2025-03-04
+914228421020,7383473597,120,L13,2024-04-28
1047095214,05271774490,747,L13,2025-02-18
2546291486,06232858842,786,L13,2022-06-30
1047095214,7383473597,738,L12,2023-11-24
5654310278,7383473597,186,L16,2025-11-17
+919912419049,3597820715,548,L16,2024-08-30
1998679807,+916562729806,475,L12,2023-11-11
03030548687,8805929622,669,L16,2024-06-02
03950240268,05271774490,784,L16,2025-11-27
8805929622,08086131712,146,L12,2025-09-12
1998679807,7439533942,721,L12,2022-11-28
+913573322141,+915546659051,799,L15,2024-07-28
08086131712,1998679807,355,L16,2022-06-05
2127799799,6631931491,252,L13,2023-06-28
5165604945,2546291486,559,L15,2022-03-28
03755646417,2546291486,528,L15,2023-07-28
5220472779,8805929622,473,L16,2022-09-04
7383473597,+911467866912,770,L16,2025-04-17
6499091334,05271774490,833,L15,2023-07-05
+914505331586,3597820715,154,L14,2022-04-25
8805929622,+911280598262,486,L13,2023-01-07
2127799799,+915348740164,476,L16,2022-07-12
+917154516808,05271774490,430,L12,2024-01-26
2327193745,2546291486,767,L14,2023-06-05
+913573322141,01778528922,847,L16,2023-07-20
1998679807,08536153051,16,L15,2025-07-22
2127799799,01657262849,640,L14,2022-10-30
+919270653794,06156545271,849,L14,2024-02-19
2546291486,1241182449,514,L16,2024-10-18
8805929622,02316658760,897,L16,2022-07-21
2127799799,+913690034324,861,L12,2024-09-23
+919270653794,1047095214,85,L16,2024-12-07
05271774490,9856984789,610,L15,2022-11-06
3597820715,00576627028,397,L15,2023-05-03
8805929622,1998679807,756,L16,2025-10-08
+913573322141,01604817549,698,L13,2025-11-14
03634957885,7383473597,288,L15,2022-05-08
05271774490,+919912419049,78,L13,2022-03-17
+910524278680,05271774490,555,L13,2022-12-27
1998679807,03030548687,240,L14,2022-08-14
5220472779,1998679807,29,L15,2024-07-20
+913573322141,+911043289861,420,L14,2023-01-14
2127799799,3597820715,897,L13,2025-12-10
3597820715,01864492519,333,L14,2023-12-24
07451712368,2127799799,234,L12,2022-02-24
2546291486,07451712368,73,L14,2025-05-11
6999386774,+919270653794,426,L13,2023-11-28
7809134316,2546291486,119,L12,2022-06-09
8805929622,+915546659051,48,L12,2023-02-07
1820377889,7383473597,621,L16,2023-02-25
2127799799,08261375060,515,L12,2025-10-20
1241182449,2546291486,445,L15,2022-09-01
2546291486,+911382675869,507,L16,2025-09-13
7383473597,+910524278680,90,L16,2023-10-05
08261375060,2127799799,830,L15,2023-04-29
+915348740164,2127799799,823,L13,2022-04-22
8805929622,08144739473,852,L15,2025-10-11
2546291486,06889373467,878,L15,2025-09-08
+918053100330,1998679807,623,L12,2023-06-16
+914505331586,+913573322141,156,L15,2024-08-28
04701687339,7383473597,629,L16,2022-07-28
8805929622,09808932460,91,L16,2022-03-17
+911382675869,+919270653794,897,L16,2023-06-25
3597820715,06038597703,122,L12,2023-07-06
7383473597,05137098593,438,L15,2025-02-10
8805929622,+919832731585,787,L15,2022-07-15
3597820715,6120183667,526,L15,2024-02-06
3597820715,09361832421,536,L13,2023-12-22
+913573322141,+918156149784,219,L15,2024-06-17
00139904902,2127799799,516,L14,2025-09-11
05271774490,06038597703,891,L13,2023-02-27
+914505331586,2546291486,698,L13,2023-07-14
01604817549,05271774490,520,L12,2025-04-18
2127799799,+915546659051,639,L12,2022-06-12
2127799799,08742967175,289,L12,2023-10-13
+911280598262,3597820715,12,L16,2025-09-24
1998679807,08536153051,852,L12,2025-12-10
5654310278,+919270653794,882,L15,2024-09-25
8805929622,+919868000257,691,L12,2025-09-10
+919270653794,5220472779,670,L14,2024-02-22
03634957885,3597820715,91,L16,2022-09-13
1998679807,7769453147,761,L16,2025-09-16
