CALLER,RECEIVER,DURATION_SEC,TOWER_ID,DATE
+919868000257,5964016582,477,L13,2022-08-29
4422583132,01604817549,845,L14,2022-01-06
04479627570,00139904902,430,L13,2022-12-26
5964016582,08261375060,268,L14,2024-09-13
+914228421020,+917581814124,385,L13,2022-08-10
+917581814124,+919912419049,797,L16,2022-10-30
7516136968,+917581814124,839,L13,2022-10-30
1047095214,+917581814124,672,L14,2023-01-21
+917581814124,08261375060,736,L16,2022-06-22
+912970213556,00139904902,676,L15,2025-12-01
+917581814124,03755646417,453,L15,2022-03-31
00139904902,+917581814124,485,L14,2023-02-02
+915348740164,+912970213556,488,L13,2025-11-26
8880670654,05271774490,400,L13,2023-11-26
5654310278,01604817549,825,L15,2022-06-19
01604817549,5964016582,125,L14,2023-06-21
5396218518,+911280598262,412,L16,2024-09-07
04479627570,+910524278680,132,L13,2024-11-27
08742967175,5654310278,47,L12,2022-02-28
8880670654,1746120047,662,L15,2023-09-11
09808932460,7516136968,787,L14,2024-04-05
08877190659,+917581814124,382,L12,2023-11-10
+917581814124,01657262849,591,L12,2025-12-05
4422583132,04688623924,285,L12,2023-08-13
5654310278,02545991022,770,L13,2024-09-08
02545991022,09808932460,492,L13,2024-09-04
09808932460,03755646417,42,L15,2024-03-24
06232858842,+917058957829,11,L15,2023-06-19
+918156149784,5654310278,725,L12,2023-09-29
+917581814124,08147700541,597,L12,2022-05-30
05137098593,+917581814124,258,L14,2024-08-01
+917581814124,+917459615865,789,L13,2022-02-02
03634957885,+917581814124,745,L15,2025-08-07
1241182449,+917581814124,695,L13,2024-05-31
0927557192,+919912419049,893,L16,2025-11-18
+912172715518,08877190659,582,L16,2023-05-08
+917581814124,08247710932,121,L13,2025-02-28
+911775891783,5964016582,116,L14,2023-05-24
0927557192,+914505331586,856,L14,2022-10-18
+912172715518,05271774490,533,L16,2022-12-24
3597820715,+917581814124,69,L12,2025-03-28
9016272046,4422583132,285,L14,2022-07-11
7769453147,5654310278,123,L16,2024-07-17
+917154516808,0927557192,188,L16,2022-03-14
2322602563,0927557192,870,L15,2024-11-30
+917581814124,+917154516808,650,L12,2025-08-13
+917581814124,08247710932,35,L15,2024-02-23
+917581814124,1047095214,371,L13,2025-04-11
5964016582,+915348740164,722,L16,2023-12-22
9856984789,0927557192,631,L16,2023-03-29
09808932460,05512567468,389,L15,2022-07-27
03259532787,+917581814124,134,L15,2022-03-29
8880670654,08742967175,248,L15,2022-04-11
0927557192,03030548687,25,L14,2023-11-23
5944064090,5964016582,421,L16,2024-09-19
5220472779,+917581814124,532,L12,2022-11-22
07752047116,+917581814124,522,L12,2024-03-23
03755646417,+917581814124,310,L15,2023-08-19
08414384249,+912970213556,418,L13,2022-02-09
5220472779,09808932460,749,L15,2022-09-25
0927557192,5148465648,426,L12,2024-06-21
5654310278,7383473597,186,L16,2025-11-17
03755646417,+917581814124,111,L16,2024-03-04
+912970213556,01864492519,285,L14,2024-03-25
9856984789,8880670654,529,L16,2023-09-05
0927557192,+912870831727,732,L13,2025-08-24
04479627570,+913690034324,668,L16,2024-01-24
+912172715518,0847007661,797,L16,2025-07-04
5396218518,02545991022,344,L14,2024-01-09
+917581814124,02456506098,14,L14,2022-08-23
+917581814124,+917154516808,827,L15,2024-11-07
+911280598262,+917581814124,269,L15,2024-04-14
08144739473,6556981693,810,L14,2025-11-05
+917581814124,+915348740164,165,L13,2024-12-28
+917581814124,+911713900532,792,L13,2025-04-23
06038597703,+912970213556,52,L14,2022-03-23
1241182449,09808932460,455,L13,2022-12-06
03755646417,5654310278,534,L16,2024-04-10
+917581814124,03755646417,680,L14,2024-11-12
04688623924,+917581814124,487,L15,2025-05-14
+912172715518,07351585064,272,L15,2022-12-25
+912172715518,06232858842,367,L16,2023-03-24
+917581814124,8516060715,828,L16,2023-04-28
4422583132,1746120047,143,L16,2025-11-29
+917058957829,9016272046,750,L16,2022-03-28
+916453521818,09808932460,639,L16,2024-01-16
08144739473,08261375060,484,L12,2025-08-01
+917581814124,01823374989,46,L14,2022-05-25
5964016582,05512567468,115,L14,2022-02-09
08144739473,1241182449,258,L14,2024-12-20
6474367136,5396218518,797,L15,2023-08-09
04479627570,+911382675869,680,L13,2022-11-04
6120183667,+917581814124,217,L13,2022-04-11
5396218518,+919912419049,302,L12,2023-02-01
08144739473,+910524278680,538,L16,2023-09-06
5964016582,5944064090,30,L16,2024-09-15
4422583132,+918156149784,613,L14,2022-06-28
+914505331586,5654310278,787,L16,2024-08-11
+912870831727,+917581814124,720,L12,2024-08-17
