CALLER,RECEIVER,DURATION_SEC,TOWER_ID,DATE
+919868000257,5964016582,477,L13,2022-08-29
5220472779,01902294131,813,L14,2024-04-29
5220472779,7439533942,500,L14,2023-12-08
9121655852,04688623924,672,L15,2022-11-08
+911043289861,6474367136,543,L12,2024-07-24
04688623924,09361832421,388,L13,2024-06-01
04688623924,+919912419049,199,L14,2025-06-25
04688623924,+915348740164,378,L12,2022-09-27
04479627570,00139904902,430,L13,2022-12-26
5964016582,08261375060,268,L14,2024-09-13
05562588153,04688623924,379,L15,2022-07-04
+914228421020,+917581814124,385,L13,2022-08-10
04688623924,7769453147,133,L13,2025-03-02
+917581814124,+919912419049,797,L16,2022-10-30
1241182449,5220472779,153,L16,2022-09-24
1241182449,04688623924,248,L14,2025-04-20
03030548687,00139904902,156,L13,2022-05-15
08867533963,+911043289861,773,L12,2024-05-16
08261375060,04688623924,78,L12,2024-03-24
+914505331586,5220472779,768,L13,2023-11-27
7516136968,+917581814124,839,L13,2022-10-30
04688623924,+911775891783,365,L12,2024-11-05
+914505331586,5220472779,880,L16,2022-07-04
1047095214,+917581814124,672,L14,2023-01-21
+917581814124,08261375060,736,L16,2022-06-22
04688623924,6120183667,72,L12,2023-11-07
5220472779,08742967175,601,L13,2025-09-21
+912970213556,00139904902,676,L15,2025-12-01
06038597703,04688623924,837,L16,2022-09-19
+917581814124,03755646417,453,L15,2022-03-31
3597820715,04688623924,244,L13,2024-12-29
00139904902,+917581814124,485,L14,2023-02-02
04688623924,+917743487347,261,L15,2022-04-17
+911043289861,1746120047,110,L16,2025-12-27
+915348740164,+912970213556,488,L13,2025-11-26
1241182449,5220472779,49,L15,2025-07-25
5220472779,08742967175,132,L15,2024-01-24
5654310278,01604817549,825,L15,2022-06-19
01604817549,5964016582,125,L14,2023-06-21
03030548687,7439533942,94,L14,2025-10-28
0515319520,08536153051,733,L13,2025-12-24
04688623924,01604817549,129,L13,2023-02-16
+917154516808,04688623924,569,L16,2022-09-23
04479627570,+910524278680,132,L13,2024-11-27
08742967175,5654310278,47,L12,2022-02-28
7769453147,04688623924,420,L15,2023-09-02
02316658760,5220472779,331,L15,2023-12-09
+917996507527,5220472779,168,L16,2023-11-02
1047095214,03410369711,514,L12,2022-02-17
09808932460,7516136968,787,L14,2024-04-05
+913690034324,04688623924,536,L13,2024-07-24
08877190659,+917581814124,382,L12,2023-11-10
+917581814124,01657262849,591,L12,2025-12-05
5220472779,3552312432,68,L13,2025-12-16
4422583132,04688623924,285,L12,2023-08-13
5654310278,02545991022,770,L13,2024-09-08
02545991022,09808932460,492,L13,2024-09-04
09808932460,03755646417,42,L15,2024-03-24
3552312432,04688623924,586,L13,2025-10-13
+918156149784,5654310278,725,L12,2023-09-29
03030548687,7439533942,61,L13,2024-07-17
+917581814124,08147700541,597,L12,2022-05-30
+917154516808,0515319520,464,L15,2024-02-13
05137098593,+917581814124,258,L14,2024-08-01
+917581814124,+917459615865,789,L13,2022-02-02
0147679764,5220472779,255,L15,2022-04-01
5220472779,02316658760,479,L16,2022-04-29
04688623924,8516060715,784,L13,2023-10-18
03634957885,+917581814124,745,L15,2025-08-07
1241182449,+917581814124,695,L13,2024-05-31
0927557192,+919912419049,893,L16,2025-11-18
03030548687,+911382675869,38,L14,2023-01-03
04688623924,1047095214,238,L16,2023-12-30
04688623924,08742967175,347,L16,2024-05-31
+917581814124,08247710932,121,L13,2025-02-28
04688623924,08261375060,75,L15,2024-04-17
+913690034324,04688623924,80,L16,2024-07-08
1746120047,04688623924,373,L16,2025-12-07
+911775891783,5964016582,116,L14,2023-05-24
0927557192,+914505331586,856,L14,2022-10-18
3597820715,+917581814124,69,L12,2025-03-28
04688623924,05137098593,379,L13,2023-10-30
5220472779,+914505331586,891,L13,2022-08-29
04688623924,+911382675869,550,L16,2023-07-30
5220472779,9367632016,891,L13,2022-09-29
+913200379176,5220472779,456,L12,2024-07-23
6120183667,04688623924,817,L15,2023-05-06
7769453147,5654310278,123,L16,2024-07-17
+910524278680,5220472779,255,L15,2022-04-05
+917154516808,0927557192,188,L16,2022-03-14
04688623924,+913690034324,676,L13,2024-05-08
03755646417,04688623924,52,L12,2024-04-01
03410369711,5220472779,797,L14,2023-09-29
2322602563,0927557192,870,L15,2024-11-30
+917581814124,+917154516808,650,L12,2025-08-13
+917581814124,08247710932,35,L15,2024-02-23
6120183667,04688623924,260,L16,2025-07-15
04688623924,9121655852,805,L14,2025-12-31
+919912419049,08527722170,802,L12,2023-07-30
+917581814124,1047095214,371,L13,2025-04-11
05137098593,04688623924,759,L13,2022-04-25
5964016582,+915348740164,722,L16,2023-12-22
08536153051,5220472779,79,L15,2024-02-05
9856984789,0927557192,631,L16,2023-03-29
05512567468,04688623924,742,L12,2022-01-03
09808932460,05512567468,389,L15,2022-07-27
04688623924,+911713900532,781,L13,2025-11-08
08527722170,+913690034324,446,L13,2025-08-31
1047095214,08527722170,276,L16,2022-07-06
03259532787,+917581814124,134,L15,2022-03-29
1047095214,+911043289861,810,L16,2025-12-05
03410369711,01823374989,675,L16,2024-09-21
0927557192,03030548687,25,L14,2023-11-23
5944064090,5964016582,421,L16,2024-09-19
5220472779,+917581814124,532,L12,2022-11-22
07752047116,+917581814124,522,L12,2024-03-23
03755646417,5220472779,605,L14,2025-02-03
5220472779,08557444313,733,L14,2025-08-27
08261375060,+911043289861,190,L12,2023-08-25
08018242253,00345054156,675,L13,2022-07-02
0515319520,+915546659051,548,L12,2023-01-26
03755646417,+917581814124,310,L15,2023-08-19
08742967175,00345054156,372,L13,2023-01-21
08414384249,+912970213556,418,L13,2022-02-09
04688623924,00139904902,761,L12,2022-08-26
08536153051,0515319520,14,L13,2022-10-11
08742967175,08527722170,641,L12,2023-07-04
04688623924,6120183667,821,L12,2022-12-08
5220472779,09808932460,749,L15,2022-09-25
0927557192,5148465648,426,L12,2024-06-21
5220472779,+914505331586,508,L13,2023-10-19
08261375060,04688623924,638,L14,2025-07-29
0515319520,+911382675869,675,L15,2025-10-07
7214895134,0515319520,473,L16,2025-09-10
5654310278,7383473597,186,L16,2025-11-17
03755646417,+917581814124,111,L16,2024-03-04
