CALLER,RECEIVER,DURATION_SEC,TOWER_ID,DATE
+914505331586,+915454948083,123,L16,2024-04-07
5220472779,01902294131,813,L14,2024-04-29
2617964053,+919912419049,799,L12,2024-04-21
04688623924,+919912419049,199,L14,2025-06-25
+919912419049,+911280598262,848,L14,2024-08-08
+917581814124,+919912419049,797,L16,2022-10-30
+915454948083,03755646417,681,L13,2022-02-22
+919912419049,06238692221,579,L16,2025-06-27
08501429401,+913678377701,182,L13,2025-05-18
08018242253,+919912419049,466,L12,2023-12-17
02456506098,+913678377701,21,L12,2024-01-02
+919912419049,+910524278680,496,L16,2022-12-16
+919912419049,8895798687,161,L16,2024-07-20
+919832731585,+915454948083,367,L15,2023-07-02
9121655852,+919912419049,705,L12,2022-06-15
0927557192,+919912419049,893,L16,2025-11-18
+915348740164,+919912419049,300,L15,2022-12-11
+919912419049,7809134316,758,L13,2025-08-31
01604817549,01902294131,382,L15,2024-07-20
+915454948083,+917154516808,669,L12,2022-12-05
+919912419049,05512567468,864,L12,2025-11-21
+919912419049,08527722170,802,L12,2023-07-30
+919912419049,05137098593,5,L16,2023-11-11
+919912419049,03950240268,184,L14,2024-02-14
+919912419049,+911280598262,401,L15,2024-12-06
03259532787,+919912419049,312,L14,2024-06-26
+919912419049,06156545271,317,L14,2025-12-30
+919912419049,00139904902,538,L15,2025-07-01
6966416052,+919912419049,552,L15,2025-07-31
+919912419049,+915841687849,221,L16,2022-02-14
08742967175,01902294131,524,L16,2023-04-02
+913678377701,+918053100330,128,L13,2024-03-15
1241182449,+915454948083,640,L13,2024-06-26
+919912419049,3597820715,548,L16,2024-08-30
+915454948083,+918053100330,599,L14,2024-09-24
01902294131,05512567468,700,L15,2023-11-11
+915454948083,03259532787,233,L15,2024-11-23
+919912419049,04688623924,813,L14,2024-02-20
+913678377701,08536153051,438,L14,2025-03-02
1746120047,+913678377701,319,L14,2025-03-29
+910276773592,01902294131,625,L15,2023-02-03
+915454948083,5944064090,391,L15,2025-02-27
+919912419049,08261375060,861,L14,2025-06-20
+919912419049,07351585064,60,L15,2024-12-12
03755646417,+919912419049,329,L14,2025-08-30
06232858842,+919912419049,96,L14,2024-06-23
08261375060,+919912419049,86,L13,2024-05-14
08527722170,+915454948083,395,L12,2022-01-26
01604817549,+913678377701,658,L13,2023-09-04
+913200379176,+919912419049,576,L14,2025-08-13
+919912419049,05107622683,18,L15,2023-03-04
07451712368,+919912419049,301,L13,2024-03-18
+919912419049,+914499727875,20,L15,2023-07-07
+919912419049,0147679764,212,L12,2023-02-23
+915454948083,+918156149784,733,L12,2022-12-02
5396218518,+919912419049,302,L12,2023-02-01
+918156149784,+913678377701,74,L14,2023-09-23
06038597703,+919912419049,439,L12,2025-05-23
+915454948083,5165604945,286,L12,2023-06-11
04688623924,+913678377701,603,L15,2024-03-12
+919912419049,6499091334,202,L12,2022-03-11
+913678377701,1047095214,82,L15,2025-08-01
5654310278,01902294131,442,L14,2025-11-18
+919912419049,6120183667,457,L12,2023-06-15
+919912419049,06038597703,710,L12,2024-09-14
05271774490,+919912419049,78,L13,2022-03-17
01902294131,+918053100330,820,L15,2022-11-02
+919912419049,0586518506,427,L15,2023-02-14
01902294131,7516136968,758,L13,2023-05-21
04688623924,+919912419049,385,L12,2023-08-14
3183933529,+919912419049,790,L13,2023-07-24
04369957773,+915454948083,72,L12,2023-09-10
+919912419049,+914499727875,880,L13,2024-05-26
01902294131,+913690034324,600,L14,2025-04-30
+913678377701,9856984789,420,L12,2023-05-04
+919912419049,6556981693,224,L15,2023-07-17
+915454948083,06038597703,659,L14,2025-12-05
3552312432,+913678377701,102,L12,2025-02-14
2322602563,+913678377701,250,L12,2024-03-27
+919912419049,+911280598262,24,L16,2024-05-14
08742967175,+919912419049,229,L14,2025-04-18
+919912419049,+911382675869,503,L14,2023-06-13
+914499727875,+919912419049,24,L16,2023-07-06
+919912419049,1241182449,292,L14,2025-10-25
+919912419049,7809134316,391,L13,2025-03-16
+919912419049,8516060715,219,L13,2024-08-29
+915348740164,+915454948083,731,L14,2022-10-07
+919912419049,5165604945,132,L13,2023-09-25
+919912419049,+916453521818,355,L13,2023-05-12
08261375060,+915454948083,314,L16,2024-10-22
06038597703,01902294131,355,L16,2022-03-02
+919912419049,06232858842,761,L12,2025-06-08
5220472779,+919912419049,15,L15,2022-07-20
00047974801,+919912419049,112,L13,2022-09-10
+919912419049,+918156149784,814,L15,2024-11-16
01778528922,01902294131,141,L12,2023-07-08
+917581814124,+919912419049,291,L14,2022-12-28
1241182449,+919912419049,237,L15,2024-05-24
+919868000257,+919912419049,293,L12,2024-01-02
2327193745,+919912419049,769,L12,2022-10-10
01902294131,06156545271,831,L12,2025-10-06
08501429401,+919912419049,850,L13,2022-01-22
+919912419049,01823374989,308,L12,2025-12-27
08501429401,+919912419049,640,L15,2025-12-03
01902294131,02456506098,371,L16,2024-10-22
+919912419049,02545991022,516,L15,2025-10-23
00139904902,+919912419049,795,L12,2023-04-30
+911280598262,+915454948083,43,L15,2022-05-30
+919912419049,05271774490,449,L13,2024-12-18
+919912419049,+911467866912,853,L15,2023-05-30
03950240268,+919912419049,770,L16,2025-01-03
01902294131,06038597703,852,L12,2022-06-23
01902294131,06156545271,512,L15,2022-02-08
2546291486,01902294131,894,L13,2024-10-10
+919912419049,03755646417,897,L12,2025-06-19
+919912419049,02545991022,193,L16,2025-11-02
08147700541,+919912419049,81,L13,2023-11-01
01604817549,01902294131,650,L12,2024-11-16
01604817549,+915454948083,478,L14,2023-03-08
01902294131,08536153051,675,L12,2025-06-11
01902294131,0147679764,624,L13,2024-03-27
+919912419049,+913690034324,231,L16,2022-05-11
05512567468,+919912419049,618,L14,2023-07-26
+919912419049,+913690034324,186,L16,2022-03-24
01823374989,01902294131,765,L12,2023-01-25
+919912419049,+914228421020,600,L15,2024-09-04
+919912419049,0927557192,795,L12,2023-12-29
+919912419049,+918156149784,671,L15,2025-08-11
08261375060,+919912419049,22,L14,2023-02-11
+919912419049,+912172715518,738,L16,2022-11-08
+915546659051,+919912419049,110,L16,2022-07-01
+914228421020,+919912419049,449,L14,2025-09-25
+919912419049,+918156149784,229,L13,2023-05-18
+915454948083,03030548687,33,L16,2026-01-01
01902294131,00345054156,841,L14,2024-09-26
5220472779,+915454948083,184,L15,2023-12-19
+919912419049,06232858842,746,L15,2024-10-19
03259532787,+919912419049,612,L13,2025-06-02
1820377889,+913678377701,205,L14,2023-11-01
6120183667,+919912419049,868,L13,2023-06-01
05512567468,+913678377701,489,L16,2024-02-25
0147679764,01902294131,617,L13,2024-05-18
08742967175,+913678377701,78,L12,2023-06-02
3183933529,01902294131,586,L13,2024-05-11
08536153051,01902294131,566,L14,2025-01-01
06238692221,+919912419049,638,L16,2025-05-21
+913678377701,+919912419049,380,L15,2023-06-17
9016272046,+919912419049,604,L16,2025-08-13
05137098593,+913678377701,157,L13,2023-08-24
5220472779,01902294131,195,L15,2023-04-15
+919912419049,5964016582,174,L15,2025-10-09
+919912419049,04688623924,259,L13,2024-08-08
+919912419049,6499091334,407,L13,2023-11-25
+919912419049,00139904902,610,L15,2023-04-02
+919912419049,01902294131,866,L16,2025-01-31
+913678377701,01183673657,6,L15,2022-08-23
00139904902,+919912419049,210,L14,2025-11-10
+919912419049,07652775841,22,L15,2023-04-26
+915454948083,7769453147,689,L16,2025-02-12
08742967175,+919912419049,580,L12,2022-02-03
2127799799,+919912419049,104,L14,2022-03-16
01902294131,08557444313,224,L13,2022-02-11
+919912419049,+918156149784,882,L16,2022-08-20
04688623924,+919912419049,656,L16,2022-07-03
5220472779,+915454948083,546,L16,2022-09-12
5281685054,+913678377701,353,L12,2023-12-30
+919912419049,+917154516808,746,L12,2022-09-12
06232858842,+919912419049,11,L16,2025-09-29
7516136968,+919912419049,291,L12,2023-07-08
7214895134,+919912419049,81,L16,2025-09-29
+915454948083,4422583132,407,L16,2024-08-01
+919912419049,+919868000257,521,L16,2022-08-06
08261375060,+919912419049,203,L16,2023-09-20
01902294131,03755646417,639,L15,2022-05-06
1241182449,+919912419049,134,L16,2023-07-31
+919912419049,+913690034324,297,L13,2022-03-08
+913678377701,+915348740164,128,L12,2025-02-23
2127799799,+919912419049,455,L14,2024-11-04
+919912419049,0847007661,775,L15,2025-02-11
+915454948083,3552312432,495,L13,2023-12-02
00139904902,+915454948083,821,L12,2023-07-04
9121655852,01902294131,265,L14,2025-10-04
0147679764,+913678377701,243,L12,2022-03-16
+919912419049,+913690034324,355,L14,2024-04-19
+919912419049,+917581814124,817,L12,2024-06-21
+918156149784,+919912419049,666,L16,2022-10-16
