CALLER,RECEIVER,DURATION_SEC,TOWER_ID,DATE
07451712368,+913690034324,526,L14,2025-12-15
6966416052,08261375060,598,L15,2025-09-13
4958887947,1998679807,449,L12,2022-07-21
1047095214,02545991022,828,L14,2024-08-10
08147700541,08261375060,298,L16,2023-04-17
08147700541,08742967175,122,L12,2024-08-17
02456506098,+917154516808,665,L12,2024-01-05
02545991022,6120183667,616,L12,2022-02-13
6966416052,6169284511,679,L14,2024-12-03
+911724005045,02545991022,388,L15,2022-11-09
08147700541,+917154516808,138,L12,2025-02-13
1820377889,+910524278680,88,L15,2023-07-12
02545991022,06232858842,457,L14,2024-04-28
7516136968,+917581814124,839,L13,2022-10-30
01864492519,02545991022,186,L15,2025-07-10
6120183667,+915841687849,335,L14,2025-07-08
06038597703,8805929622,700,L12,2025-05-09
9367632016,+913690034324,91,L16,2023-09-27
3597820715,04688623924,244,L13,2024-12-29
+919270653794,07451712368,433,L13,2022-11-28
+918053100330,02545991022,541,L12,2024-01-09
1829922995,1746120047,810,L16,2024-11-05
02456506098,+913678377701,21,L12,2024-01-02
02456506098,06232858842,191,L12,2022-10-04
+913690034324,01778528922,42,L13,2023-08-24
1829922995,+914345581223,627,L15,2025-10-20
+913690034324,2327193745,631,L15,2023-08-08
02545991022,+913690034324,568,L14,2025-01-15
+918053100330,0010943969,286,L14,2022-09-14
5281685054,5171870262,659,L15,2022-03-04
09808932460,7516136968,787,L14,2024-04-05
04369957773,04701687339,408,L14,2024-02-04
+913690034324,04688623924,536,L13,2024-07-24
06038597703,0010943969,475,L14,2024-12-27
5654310278,02545991022,770,L13,2024-09-08
02545991022,09808932460,492,L13,2024-09-04
1820377889,1232812067,297,L12,2025-08-15
+918053100330,1998679807,898,L12,2023-08-16
6631931491,1820377889,342,L16,2023-09-11
+917154516808,+913690034324,487,L13,2025-01-05
7439533942,+913690034324,84,L12,2025-03-01
+917581814124,08147700541,597,L12,2022-05-30
+915841687849,1047095214,298,L13,2024-04-17
5281685054,2546291486,751,L15,2025-08-15
02545991022,05512567468,187,L15,2025-01-05
05137098593,7516136968,233,L12,2022-01-08
07351585064,+913573322141,843,L13,2023-10-19
1820377889,1047095214,874,L14,2023-04-07
+918156149784,+913690034324,411,L16,2023-05-06
02545991022,1241182449,549,L15,2025-02-03
+914505331586,0784473647,475,L13,2025-03-03
6120183667,+913690034324,89,L15,2024-10-20
1820377889,+914345581223,710,L16,2022-06-10
08147700541,05512567468,105,L13,2024-06-14
08086131712,8805929622,35,L14,2025-07-22
01473210469,7383473597,338,L14,2024-02-10
1829922995,1047095214,730,L15,2023-03-06
+913690034324,04688623924,80,L16,2024-07-08
3597820715,+917581814124,69,L12,2025-03-28
02545991022,08867533963,508,L15,2024-05-01
+911382675869,+913573322141,512,L16,2025-01-30
2617964053,1829922995,531,L12,2025-10-23
8895798687,3597820715,426,L14,2022-05-02
02545991022,+913690034324,6,L15,2023-03-14
+917743487347,8805929622,776,L13,2022-09-30
5281685054,7809134316,416,L16,2022-06-18
04369957773,+913690034324,723,L13,2022-01-24
+917154516808,1998679807,899,L12,2023-07-05
+913573322141,+915348740164,831,L14,2024-05-29
04688623924,+913690034324,676,L13,2024-05-08
+917154516808,03259532787,796,L16,2023-02-05
+910276773592,03259532787,150,L14,2025-12-28
7383473597,+914228421020,164,L13,2022-08-05
+916690967054,+913690034324,369,L16,2024-03-22
1829922995,08536153051,574,L13,2025-01-31
06232858842,7383473597,357,L16,2025-03-04
03259532787,+913036541458,677,L14,2023-05-09
07351585064,02456506098,402,L13,2023-12-28
08527722170,+913690034324,446,L13,2025-08-31
04701687339,1047095214,123,L15,2023-09-24
03259532787,+917581814124,134,L15,2022-03-29
+914228421020,7383473597,120,L13,2024-04-28
03259532787,+919912419049,312,L14,2024-06-26
6966416052,+919912419049,552,L15,2025-07-31
05512567468,08147700541,319,L14,2024-05-11
00139904902,+913690034324,802,L15,2022-06-15
08742967175,+915841687849,325,L12,2025-07-23
7516136968,0847007661,350,L13,2024-06-07
+919912419049,+915841687849,221,L16,2022-02-14
08877190659,02545991022,683,L14,2024-12-01
+912870831727,6966416052,869,L12,2022-11-23
+911280598262,02545991022,17,L16,2025-12-13
5281685054,07351585064,583,L14,2023-04-04
02545991022,+917996507527,359,L15,2025-09-21
00139904902,02456506098,768,L12,2025-08-31
08742967175,5281685054,619,L14,2024-08-26
+913690034324,+913662994680,782,L13,2025-09-11
01604817549,+913690034324,51,L15,2022-12-03
+914345581223,+913690034324,743,L12,2024-04-18
1047095214,7383473597,738,L12,2023-11-24
0010943969,8895798687,515,L16,2022-01-09
5654310278,7383473597,186,L16,2025-11-17
5220472779,+913690034324,571,L13,2025-07-19
1820377889,+915348740164,838,L12,2024-07-15
0010943969,04701687339,325,L12,2025-02-04
04479627570,+913690034324,668,L16,2024-01-24
1047095214,02456506098,81,L13,2023-01-18
08742967175,+913690034324,163,L13,2022-03-23
0010943969,01604817549,810,L13,2024-10-31
5396218518,02545991022,344,L14,2024-01-09
+919912419049,3597820715,548,L16,2024-08-30
+917581814124,02456506098,14,L14,2022-08-23
0784473647,0147679764,333,L12,2024-02-21
1998679807,+916562729806,475,L12,2023-11-11
1820377889,+914228421020,722,L14,2022-05-29
0784473647,02316658760,698,L14,2025-08-19
0010943969,1241182449,900,L13,2025-02-10
08742967175,02545991022,715,L13,2025-04-11
7516136968,0515319520,874,L12,2024-11-04
02545991022,+916690967054,406,L16,2023-04-03
08414384249,02545991022,154,L14,2024-09-17
+917154516808,02545991022,860,L16,2022-06-09
+915454948083,03259532787,233,L15,2024-11-23
2322602563,02545991022,622,L12,2025-01-09
03030548687,8805929622,669,L16,2024-06-02
1241182449,08147700541,12,L16,2025-03-29
8805929622,08086131712,146,L12,2025-09-12
1998679807,7439533942,721,L12,2022-11-28
+918156149784,+913690034324,169,L12,2024-03-07
04701687339,+914505331586,287,L14,2024-03-29
6966416052,+911382675869,601,L14,2023-12-14
+913573322141,+915546659051,799,L15,2024-07-28
08086131712,1998679807,355,L16,2022-06-05
5220472779,8805929622,473,L16,2022-09-04
+913690034324,01183673657,409,L15,2023-07-10
7383473597,+911467866912,770,L16,2025-04-17
7516136968,02545991022,766,L12,2025-12-06
1241182449,03259532787,293,L13,2023-07-06
+913690034324,6966416052,243,L13,2022-07-04
+914505331586,3597820715,154,L14,2022-04-25
8805929622,+911280598262,486,L13,2023-01-07
04701687339,+913690034324,399,L13,2024-06-26
02545991022,2327193745,403,L14,2025-10-27
02160733754,02545991022,49,L13,2022-09-23
05137098593,+913690034324,267,L14,2022-04-11
6966416052,05137098593,199,L16,2023-01-31
02545991022,+911382675869,188,L16,2025-02-17
0147679764,+913690034324,442,L13,2022-08-02
02456506098,0847007661,535,L14,2022-10-04
1241182449,+915841687849,224,L12,2023-10-07
+913573322141,01778528922,847,L16,2023-07-20
1998679807,08536153051,16,L15,2025-07-22
04701687339,+913036541458,328,L16,2024-09-19
03030548687,02545991022,94,L16,2024-02-22
0784473647,+911161528098,645,L13,2025-11-06
02545991022,+911382675869,166,L12,2023-10-13
03755646417,0010943969,454,L15,2025-06-17
+919270653794,06156545271,849,L14,2024-02-19
05137098593,+915841687849,45,L15,2025-02-16
2322602563,+913690034324,654,L12,2024-01-14
00139904902,7516136968,461,L13,2023-08-15
+916690967054,02545991022,42,L12,2022-10-25
02545991022,08261375060,310,L12,2023-11-10
00608835615,7516136968,649,L12,2024-12-19
07451712368,7516136968,514,L13,2024-10-05
08742967175,6966416052,635,L13,2022-03-01
6966416052,00139904902,553,L13,2022-02-08
+913690034324,00084271094,93,L13,2024-10-14
8805929622,02316658760,897,L16,2022-07-21
+913690034324,0515319520,649,L15,2025-11-14
+918156149784,02545991022,812,L15,2023-10-28
2127799799,+913690034324,861,L12,2024-09-23
03755646417,0010943969,76,L12,2025-05-10
07451712368,02545991022,97,L13,2023-03-22
02545991022,1047095214,303,L16,2024-03-09
6631931491,+913690034324,408,L14,2025-07-04
+913690034324,+914499727875,450,L13,2025-01-21
02545991022,06232858842,197,L15,2025-02-11
04701687339,8895798687,145,L15,2025-08-08
+919270653794,1047095214,85,L16,2024-12-07
+915841687849,05562588153,614,L15,2022-11-12
3597820715,00576627028,397,L15,2023-05-03
6966416052,03755646417,596,L12,2023-12-08
6120183667,1820377889,123,L13,2022-04-18
06038597703,+913690034324,490,L13,2023-06-22
8805929622,1998679807,756,L16,2025-10-08
+913573322141,01604817549,698,L13,2025-11-14
03634957885,7383473597,288,L15,2022-05-08
4422583132,02545991022,277,L14,2022-11-07
05137098593,0784473647,87,L14,2024-07-30
00139904902,04701687339,594,L13,2025-01-22
+915841687849,04701687339,638,L16,2024-01-12
1998679807,03030548687,240,L14,2022-08-14
04701687339,2327193745,135,L16,2022-03-07
01902294131,7516136968,758,L13,2023-05-21
5220472779,1998679807,29,L15,2024-07-20
+913573322141,+911043289861,420,L14,2023-01-14
6120183667,+913690034324,6,L12,2025-07-08
6120183667,+913690034324,579,L13,2025-12-23
2127799799,3597820715,897,L13,2025-12-10
3597820715,01864492519,333,L14,2023-12-24
+913690034324,0147679764,550,L15,2023-08-22
1232812067,0010943969,116,L14,2022-12-04
1829922995,1241182449,431,L16,2025-10-29
06232858842,02545991022,547,L15,2025-01-28
+913690034324,6499091334,184,L13,2025-12-21
02545991022,00047974801,156,L15,2024-02-03
04688623924,7516136968,457,L12,2023-11-25
04701687339,08247710932,507,L16,2023-10-13
+914505331586,7516136968,459,L15,2024-05-01
1820377889,+914505331586,424,L14,2025-08-01
+913200379176,02545991022,299,L13,2024-05-04
04701687339,+917581814124,387,L16,2024-11-15
5281685054,03755646417,101,L13,2025-05-11
6999386774,+919270653794,426,L13,2023-11-28
+913690034324,04688623924,432,L12,2024-08-01
8805929622,+915546659051,48,L12,2023-02-07
+915348740164,02545991022,612,L15,2022-05-02
1820377889,7383473597,621,L16,2023-02-25
02316658760,08147700541,289,L14,2025-04-02
05137098593,+913690034324,293,L16,2022-12-18
1241182449,6966416052,224,L15,2024-10-29
+911280598262,04701687339,351,L16,2023-02-15
01902294131,+913690034324,600,L14,2025-04-30
1820377889,04688623924,414,L15,2023-12-31
02545991022,08414384249,501,L14,2024-11-13
03259532787,06038597703,700,L13,2023-11-01
5281685054,04688623924,211,L15,2023-08-25
02545991022,7809134316,532,L14,2024-05-12
6120183667,04701687339,82,L13,2025-01-02
4024455022,0784473647,739,L12,2025-03-30
4422583132,6966416052,66,L13,2024-12-05
02545991022,03755646417,877,L15,2022-03-28
7383473597,+910524278680,90,L16,2023-10-05
03410369711,5281685054,421,L14,2022-03-11
7516136968,1746120047,339,L12,2024-07-17
+913690034324,5281685054,669,L16,2022-09-24
8805929622,08144739473,852,L15,2025-10-11
04369957773,+913690034324,200,L14,2023-06-30
08147700541,06038597703,446,L16,2023-02-28
04701687339,6631931491,466,L14,2023-05-24
3183933529,03259532787,543,L13,2025-03-14
1047095214,0010943969,613,L12,2025-09-09
04688623924,08147700541,565,L15,2025-05-18
6120183667,1829922995,162,L14,2022-09-04
+912870831727,02545991022,857,L16,2024-01-23
01604817549,03259532787,697,L13,2023-04-05
+913662994680,02545991022,188,L15,2023-01-09
+918053100330,1998679807,623,L12,2023-06-16
6966416052,00139904902,837,L14,2025-06-17
+914505331586,+913573322141,156,L15,2024-08-28
04688623924,5281685054,793,L14,2025-02-14
0147679764,+913690034324,453,L12,2024-07-25
04701687339,7383473597,629,L16,2022-07-28
03030548687,1829922995,533,L14,2025-10-29
03259532787,+917459615865,702,L16,2025-12-06
8805929622,09808932460,91,L16,2022-03-17
08742967175,6966416052,762,L16,2022-09-16
0147679764,+913690034324,537,L12,2023-05-23
+913036541458,+913690034324,853,L12,2024-04-23
+911382675869,+919270653794,897,L16,2023-06-25
9367632016,+913690034324,137,L16,2025-12-13
02545991022,+916690967054,750,L12,2023-10-29
04688623924,02545991022,424,L13,2024-03-04
+914505331586,0010943969,559,L12,2025-03-27
0010943969,01604817549,773,L16,2024-09-01
3597820715,06038597703,122,L12,2023-07-06
7383473597,05137098593,438,L15,2025-02-10
02545991022,03755646417,66,L14,2024-09-14
08261375060,6966416052,291,L13,2024-06-03
+911161528098,0010943969,330,L14,2025-10-28
7769453147,02456506098,354,L15,2023-03-08
0784473647,08742967175,713,L12,2022-10-01
07451712368,+913690034324,625,L12,2023-03-05
09808932460,7516136968,285,L12,2023-01-28
8805929622,+919832731585,787,L15,2022-07-15
6966416052,5944064090,253,L12,2022-10-09
01604817549,02545991022,153,L13,2022-04-28
08742967175,04701687339,660,L12,2023-02-17
08742967175,02545991022,716,L15,2025-11-17
04701687339,+918053100330,295,L13,2022-12-23
+917581814124,02545991022,544,L15,2025-06-30
3597820715,6120183667,526,L15,2024-02-06
+918156149784,+913690034324,511,L14,2024-08-28
3597820715,09361832421,536,L13,2023-12-22
+913573322141,+918156149784,219,L15,2024-06-17
+916562729806,1829922995,343,L16,2025-03-09
06038597703,08147700541,881,L15,2023-02-03
6120183667,+913690034324,110,L14,2024-03-10
0784473647,07115921249,651,L15,2025-11-27
0147679764,03259532787,715,L14,2022-09-30
+913690034324,+918053100330,199,L12,2022-01-09
5220472779,7516136968,388,L15,2024-10-03
+913690034324,6120183667,382,L12,2025-11-27
1829922995,08536153051,17,L12,2022-08-28
04701687339,+914505331586,198,L13,2024-05-16
02545991022,06038597703,320,L12,2024-04-22
+911280598262,3597820715,12,L16,2025-09-24
02545991022,06038597703,63,L14,2023-12-31
6966416052,8880670654,147,L16,2022-02-22
02545991022,01657262849,221,L12,2022-12-16
07652775841,5281685054,230,L15,2023-06-12
1829922995,0147679764,686,L16,2022-10-06
+917058957829,08147700541,123,L14,2025-03-19
02545991022,03950240268,114,L12,2024-03-20
1998679807,08536153051,852,L12,2025-12-10
4958887947,+913690034324,494,L13,2025-07-16
07451712368,+913690034324,390,L14,2022-05-01
+916562729806,+913690034324,873,L12,2023-04-06
5654310278,+919270653794,882,L15,2024-09-25
08536153051,+913690034324,473,L13,2025-09-02
+917154516808,02456506098,700,L12,2022-12-11
02160733754,04701687339,188,L12,2022-04-18
8805929622,+919868000257,691,L12,2025-09-10
+919270653794,5220472779,670,L14,2024-02-22
03634957885,3597820715,91,L16,2022-09-13
7516136968,+917459615865,568,L14,2023-06-07
+913690034324,+911382675869,668,L16,2024-11-13
02545991022,+914345581223,586,L12,2023-07-02
+915841687849,04688623924,519,L14,2023-08-11
1829922995,01604817549,740,L14,2023-04-14
1998679807,7769453147,761,L16,2025-09-16
1241182449,5281685054,261,L15,2023-04-09
5396218518,+913690034324,118,L14,2023-01-24
+912870831727,0010943969,816,L13,2022-02-13
02545991022,06238692221,490,L12,2025-12-17
+910524278680,08147700541,222,L15,2023-08-08
+913573322141,+912870831727,374,L16,2024-01-11
+913690034324,08144739473,81,L16,2025-01-24
08742967175,6966416052,784,L16,2023-02-18
+913690034324,0515319520,782,L14,2025-02-21
0010943969,+911280598262,715,L15,2023-01-25
03259532787,05137098593,893,L12,2025-04-09
7439533942,7516136968,449,L13,2024-01-25
+917743487347,3597820715,17,L12,2025-05-20
+912870831727,+913573322141,279,L16,2022-10-20
+916690967054,02545991022,236,L15,2025-11-02
+918156149784,+913690034324,120,L13,2024-10-04
02545991022,4422583132,835,L12,2025-12-27
+913690034324,05137098593,800,L13,2025-11-21
+913690034324,6631931491,7,L12,2023-02-21
+910276773592,+913690034324,391,L15,2022-02-23
+917154516808,+913690034324,683,L12,2025-04-06
08147700541,1998679807,720,L15,2023-09-06
3597820715,07451712368,16,L15,2024-03-22
02545991022,03982146584,394,L12,2022-12-04
04701687339,+911382675869,582,L12,2024-09-17
3597820715,0784473647,517,L14,2023-02-04
3597820715,6966416052,137,L12,2025-12-10
5281685054,00139904902,893,L15,2022-06-28
+913690034324,1047095214,489,L15,2023-06-09
1829922995,+917154516808,703,L16,2024-04-26
6120183667,+913690034324,882,L12,2022-07-23
01343524082,02545991022,319,L13,2024-04-29
+913690034324,+913200379176,126,L16,2025-07-17
02545991022,07752047116,152,L12,2025-07-08
04688623924,1829922995,504,L15,2024-06-06
7809134316,1998679807,840,L16,2023-10-15
8880670654,0784473647,264,L15,2025-04-16
+917154516808,7383473597,130,L14,2022-01-20
+918156149784,+913690034324,223,L16,2024-08-11
1820377889,04846773782,574,L15,2023-10-04
6120183667,02545991022,539,L13,2024-12-16
07351585064,02545991022,292,L15,2023-10-22
02545991022,08536153051,113,L13,2022-09-24
02545991022,1047095214,276,L16,2022-08-31
6120183667,0784473647,229,L12,2022-08-24
+913690034324,1232812067,8,L13,2022-07-13
0515319520,8805929622,882,L15,2025-05-05
05512567468,08147700541,203,L12,2024-02-13
02545991022,00139904902,300,L14,2022-05-13
1820377889,5165604945,314,L16,2023-05-12
9740344713,02545991022,607,L14,2024-10-06
02545991022,06038597703,719,L15,2022-08-08
01902294131,02456506098,371,L16,2024-10-22
+911280598262,02545991022,365,L16,2025-09-05
08742967175,+913690034324,810,L14,2022-10-14
04688623924,02545991022,408,L15,2022-05-20
+913690034324,01604817549,679,L14,2024-12-12
+919912419049,02545991022,516,L15,2025-10-23
+914505331586,7383473597,310,L12,2022-07-26
+913690034324,+911280598262,897,L14,2022-11-20
+911467866912,7383473597,304,L13,2025-08-31
1829922995,1241182449,861,L14,2022-03-11
02545991022,05137098593,681,L12,2023-09-17
1746120047,1829922995,699,L16,2023-08-12
4958887947,+913573322141,307,L16,2023-11-23
7383473597,+917581814124,627,L12,2022-01-26
00139904902,02545991022,861,L13,2023-06-26
1746120047,1829922995,456,L14,2023-01-04
+919912419049,02545991022,193,L16,2025-11-02
+911280598262,+913690034324,270,L12,2023-06-12
+913690034324,+911467866912,392,L12,2025-04-08
02545991022,06889373467,785,L12,2025-08-22
0010943969,0784473647,234,L16,2025-03-03
1998679807,+913662994680,251,L15,2024-06-30
02545991022,01183673657,464,L13,2024-05-07
+919270653794,+914499727875,603,L13,2025-09-25
6120183667,+913573322141,189,L12,2024-07-18
+915546659051,1829922995,47,L15,2023-03-08
1820377889,5654310278,687,L13,2023-07-25
08147700541,+919912419049,81,L13,2023-11-01
+913690034324,00139904902,44,L12,2024-06-06
02545991022,03410369711,41,L12,2025-07-23
+913690034324,+915348740164,709,L16,2023-06-23
05137098593,1829922995,312,L14,2023-04-20
02545991022,06232858842,650,L16,2024-03-14
03755646417,0010943969,681,L14,2022-08-21
+918156149784,+913690034324,797,L15,2024-09-17
01343524082,7516136968,352,L12,2025-07-27
+914505331586,+913690034324,366,L12,2025-02-06
02545991022,01604817549,375,L13,2025-01-01
+915841687849,08261375060,410,L14,2023-04-15
1820377889,05137098593,518,L15,2024-03-25
+915348740164,1998679807,837,L15,2024-02-13
01864492519,+913690034324,468,L16,2023-04-04
04701687339,08086131712,242,L14,2024-07-04
+917581814124,04701687339,102,L13,2025-02-22
+918156149784,1820377889,818,L16,2024-09-27
07451712368,0784473647,246,L15,2023-10-22
+913690034324,01604817549,884,L12,2022-06-16
