CALLER,RECEIVER,DURATION_SEC,TOWER_ID,DATE
00139904902,1241182449,422,L13,2022-07-10
1746120047,06038597703,618,L13,2024-11-06
5220472779,7439533942,500,L14,2023-12-08
1047095214,00139904902,198,L13,2025-11-29
00139904902,1047095214,835,L15,2024-02-20
06038597703,00139904902,740,L16,2024-09-26
04479627570,00139904902,430,L13,2022-12-26
06038597703,+917154516808,765,L16,2025-11-27
02456506098,+917154516808,665,L12,2024-01-05
03030548687,00139904902,156,L13,2022-05-15
06038597703,0847007661,306,L16,2024-07-18
08147700541,+917154516808,138,L12,2025-02-13
05512567468,+911382675869,122,L16,2023-07-25
05512567468,03755646417,151,L15,2025-03-05
00748217594,1047095214,84,L16,2023-10-04
00139904902,1047095214,63,L14,2024-01-26
+911775891783,06038597703,599,L12,2025-02-09
06038597703,8805929622,700,L12,2025-05-09
+911382675869,06038597703,263,L16,2025-09-06
+912970213556,00139904902,676,L15,2025-12-01
06038597703,04688623924,837,L16,2022-09-19
+917154516808,03755646417,224,L15,2023-12-01
+917154516808,05107622683,459,L14,2025-06-04
00139904902,+917581814124,485,L14,2023-02-02
7298259526,+917154516808,33,L12,2023-10-15
05512567468,+916453521818,648,L16,2022-08-01
00139904902,9856984789,441,L15,2022-12-08
05512567468,+910524278680,895,L16,2023-12-24
+917154516808,08414384249,38,L13,2025-05-24
03030548687,7439533942,94,L14,2025-10-28
+917154516808,04688623924,569,L16,2022-09-23
00139904902,03755646417,731,L14,2023-04-07
+912870831727,+917154516808,580,L14,2022-08-06
05512567468,+910524278680,511,L15,2025-05-08
+911382675869,+917154516808,300,L15,2022-05-31
+911382675869,+917154516808,152,L16,2023-02-12
06038597703,0010943969,475,L14,2024-12-27
+917154516808,+913690034324,487,L13,2025-01-05
7439533942,+913690034324,84,L12,2025-03-01
03030548687,7439533942,61,L13,2024-07-17
0147679764,00139904902,27,L14,2024-03-21
+917154516808,0515319520,464,L15,2024-02-13
02545991022,05512567468,187,L15,2025-01-05
6169284511,00139904902,20,L13,2023-03-10
00139904902,6499091334,482,L14,2024-12-28
00139904902,05512567468,514,L12,2024-08-12
+917154516808,00576627028,581,L13,2023-03-30
+917154516808,+919832731585,687,L15,2025-06-16
2322602563,06038597703,570,L12,2024-09-01
08261375060,06038597703,558,L15,2023-11-11
08147700541,05512567468,105,L13,2024-06-14
2127799799,00139904902,114,L12,2022-07-07
9740344713,06038597703,91,L13,2025-02-19
8895798687,00139904902,716,L15,2023-02-16
00139904902,05562588153,331,L15,2023-08-20
+917743487347,00139904902,263,L13,2025-09-10
05512567468,1241182449,112,L15,2023-08-29
00139904902,1047095214,216,L15,2024-12-03
05512567468,+913036541458,744,L15,2025-11-27
00139904902,08877190659,834,L12,2025-12-26
05562588153,00139904902,402,L15,2025-06-05
+914228421020,05512567468,870,L16,2024-07-26
00139904902,03755646417,715,L16,2022-10-17
06038597703,0847007661,593,L15,2024-02-25
05137098593,00139904902,725,L14,2023-08-23
+916690967054,00139904902,258,L15,2025-10-16
+917154516808,+914505331586,818,L15,2022-07-10
00139904902,1241182449,797,L15,2022-07-10
+915454948083,+917154516808,669,L12,2022-12-05
08086131712,00139904902,721,L15,2023-04-25
+910276773592,00139904902,148,L14,2023-05-23
06038597703,01657262849,658,L12,2025-05-01
06038597703,08261375060,435,L16,2024-01-19
00139904902,+914228421020,786,L12,2025-08-23
00139904902,00748217594,871,L12,2023-05-04
06156545271,00139904902,764,L13,2025-09-09
07451712368,05512567468,534,L13,2023-06-15
+917154516808,1998679807,899,L12,2023-07-05
+917154516808,0927557192,188,L16,2022-03-14
00139904902,5171870262,742,L14,2023-10-18
+911382675869,00139904902,642,L15,2023-05-12
+917154516808,03259532787,796,L16,2023-02-05
+919912419049,05512567468,864,L12,2025-11-21
+918156149784,+917154516808,770,L16,2022-06-23
00139904902,00084271094,81,L13,2023-02-20
1047095214,00139904902,128,L14,2025-01-02
+917581814124,+917154516808,650,L12,2025-08-13
7439533942,+916690967054,633,L16,2025-06-22
00139904902,00084271094,31,L16,2023-10-16
+916453521818,00748217594,659,L14,2024-09-24
06038597703,7298259526,586,L13,2022-03-08
05512567468,00139904902,656,L14,2022-07-01
7439533942,01823374989,260,L12,2025-11-20
05512567468,04688623924,742,L12,2022-01-03
06038597703,+916453521818,175,L15,2024-04-27
09808932460,05512567468,389,L15,2022-07-27
03755646417,+917154516808,754,L16,2022-06-03
+917154516808,+911724005045,306,L16,2025-09-17
06038597703,+917154516808,395,L13,2024-01-27
7439533942,01823374989,481,L13,2023-06-24
06038597703,08086131712,338,L16,2023-07-20
00139904902,08536153051,883,L12,2025-11-26
00139904902,01604817549,143,L16,2024-12-09
05512567468,08261375060,269,L12,2025-11-11
6499091334,06038597703,171,L13,2025-03-17
7809134316,+917154516808,362,L14,2024-07-29
+919912419049,00139904902,538,L15,2025-07-01
03982146584,00139904902,148,L15,2022-02-22
05512567468,08147700541,319,L14,2024-05-11
+917154516808,+914228421020,479,L15,2022-08-30
00139904902,+913690034324,802,L15,2022-06-15
06038597703,+915348740164,209,L12,2024-02-04
00139904902,08501429401,520,L14,2025-04-20
+917154516808,6120183667,794,L16,2024-12-31
04688623924,00139904902,761,L12,2022-08-26
+917154516808,08742967175,121,L15,2024-03-31
03755646417,06038597703,372,L12,2025-06-06
00139904902,02456506098,768,L12,2025-08-31
08414384249,+917154516808,60,L15,2023-04-02
1241182449,05512567468,653,L16,2023-08-21
01183673657,00139904902,398,L16,2024-05-07
06038597703,01604817549,820,L14,2025-11-26
05512567468,04688623924,330,L13,2024-12-12
7439533942,07652775841,633,L13,2025-06-26
06038597703,1746120047,294,L16,2022-02-20
+917581814124,+917154516808,827,L15,2024-11-07
+917743487347,06038597703,821,L14,2025-01-22
05512567468,0147679764,245,L14,2022-07-24
+911382675869,+917154516808,328,L13,2024-05-27
01902294131,05512567468,700,L15,2023-11-11
1047095214,05512567468,317,L16,2024-09-24
+914505331586,+917154516808,15,L13,2025-09-19
+917154516808,+910524278680,216,L14,2024-11-26
06038597703,+912970213556,52,L14,2022-03-23
+917154516808,02545991022,860,L16,2022-06-09
05512567468,5220472779,503,L16,2024-09-14
+911280598262,06038597703,140,L12,2022-08-11
1998679807,7439533942,721,L12,2022-11-28
+915348740164,06038597703,415,L16,2025-06-11
+917154516808,00139904902,593,L15,2023-07-17
06038597703,08501429401,375,L14,2025-06-08
+918156149784,+917154516808,879,L14,2024-03-31
6937923747,06038597703,154,L15,2022-11-03
05137098593,00139904902,503,L14,2023-09-07
+917154516808,+911382675869,834,L14,2023-06-12
00139904902,+917996507527,295,L13,2024-06-26
5220472779,00139904902,492,L16,2024-08-14
+917154516808,08557444313,315,L12,2022-01-22
00748217594,+917996507527,737,L15,2025-08-15
